zone_id,ndvi_mean,ndvi_std,sar_vv_mean,sar_vh_mean,lst_mean,rain_mean
1798,0.3058,0.067,-8.876,-15.0203,35.9618,880.1401
1799,0.3087,0.0727,-7.8125,-13.5228,35.0296,880.7681
1800,0.5875,0.0804,-8.1985,-13.9125,31.5171,948.2481
1801,0.5487,0.0885,-8.9517,-15.0666,32.3785,948.8865
1802,0.4663,0.0951,-7.0232,-12.6848,33.0205,949.6609
1803,0.5733,,-9.2383,-15.7283,30.9647,950.5619
1804,0.5838,0.094,-8.7924,-15.2669,32.6687,951.5783
1805,0.5536,0.0792,,-14.3658,32.3948,952.697
1806,0.4861,0.1047,-8.0994,-13.3506,31.6734,953.9034
1807,0.5423,0.0958,-7.8587,-13.7771,,955.1813
1808,0.5445,0.1107,-8.611,-14.7487,,956.5131
1809,0.5678,0.0882,-8.1905,-13.4185,32.6786,957.8801
1810,0.4663,0.0772,-9.6441,-15.7876,32.4682,959.2626
1811,0.4889,0.0955,-8.4606,-13.3433,32.0361,960.6397
1812,0.5251,0.1106,-8.5556,-14.8112,31.7362,961.9903
1813,0.4953,0.096,-8.1534,-14.6593,32.1444,963.2925
1814,0.4466,0.0904,-10.7818,-16.8649,33.0148,964.5245
1815,,0.0808,-10.2539,-16.3784,32.5714,965.6644
1816,0.5126,0.1106,-8.9474,-15.3513,32.3157,966.6904
1817,0.4927,0.0753,-11.8005,-16.4995,31.6536,967.5814
1818,0.498,0.0769,-9.3538,-15.1944,31.9696,968.3171
1819,0.4793,0.0902,-8.9611,-14.729,32.5504,968.8779
1820,0.5493,0.0588,-10.3243,-16.5553,32.3243,969.2458
1821,0.4548,0.094,-10.2535,-16.5423,31.6492,969.404
1822,0.4682,0.0837,,-16.2931,30.2851,969.3372
1823,0.4929,0.0844,-10.3915,-17.2294,31.3671,969.0325
1824,0.5283,0.0778,-10.386,-16.9574,31.4078,968.4784
1825,0.4338,0.0666,-10.5454,-16.669,31.0851,967.6661
1826,0.4416,0.0533,-10.5857,-15.9102,,966.5891
1827,0.4125,0.0619,-10.1979,-16.3852,32.0083,965.2433
1828,0.495,0.0496,-10.1822,-15.9742,31.4554,963.6273
1829,0.4482,0.0648,-8.4203,-14.4065,32.0422,961.7425
1830,0.4764,0.0666,-10.1883,-15.5402,30.5263,959.5931
1831,0.5165,0.0727,-9.5409,-16.3332,31.2441,957.186
1832,0.462,0.0576,-10.2113,-15.8433,30.273,954.5312
1833,0.494,0.0627,-10.1461,-16.2455,31.2038,951.6413
1834,0.4692,0.0466,-10.9543,-16.4919,30.87,948.5319
1835,0.5039,0.0433,-10.757,-17.1667,32.318,945.2213
1836,0.4911,0.0538,-10.3683,-16.3561,31.8614,941.7304
1837,0.4389,0.0428,-9.1533,-15.2045,32.3049,938.0826
1838,0.4536,0.0502,-8.3327,-14.8339,31.5325,934.3038
1839,0.4952,0.0341,-10.5135,-17.1537,31.2856,930.4221
1840,0.4617,0.0363,-9.4124,-15.7026,31.3863,926.4674
1841,0.3819,0.0548,-9.9554,-15.8905,32.3079,922.4716
1842,0.4553,0.0585,-8.9632,-15.3417,33.3768,918.4681
1843,0.3765,0.0368,-7.7835,-13.9486,32.6897,914.4914
1844,0.4667,0.0578,-8.8979,-15.8408,32.3772,910.5772
1845,0.4411,0.0446,-8.4799,-14.6652,32.6555,906.7618
1846,0.4013,0.0527,-7.1858,-12.674,32.922,903.0818
1847,0.3854,0.0713,-7.8995,-13.5469,34.3326,899.5741
1848,0.3599,0.0659,-8.7989,-14.8423,34.0349,896.2751
1849,0.3845,0.0678,-7.9988,-13.877,33.6293,893.2207
1850,0.3316,0.0834,-8.7343,-15.1485,33.7166,890.4458
1851,,0.0543,-7.6945,-12.8823,34.0048,887.9841
1852,0.3598,0.0534,-7.5902,-12.5563,34.2916,885.8678
1853,0.292,0.0591,-9.0815,-14.9991,33.9105,884.127
1854,0.2798,0.0673,-7.8472,-12.5519,33.8072,882.7897
1855,0.2471,0.0447,-8.0957,-14.4358,35.0786,881.8813
1856,0.2433,0.0731,-7.5953,-14.2208,34.6067,881.4245
1857,0.2044,0.0716,-7.4105,-13.7653,35.2842,881.4389
1858,0.2991,0.0901,-7.7532,-13.8629,35.8099,881.9407
1859,0.3354,0.0874,-8.4523,-13.2962,35.2264,882.9427
1860,0.6163,0.0817,,-13.9766,,945.9904
1861,0.4856,0.0977,-9.309,-15.7388,34.4478,946.7579
1862,0.5713,0.1009,-9.7036,-16.1529,32.7416,947.6686
1863,0.5914,0.0843,-11.2486,-16.6785,32.0377,948.711
1864,0.509,0.0887,-8.8014,-14.3028,32.5828,949.8722
1865,,0.0687,-9.4628,-15.7055,33.7268,951.1372
1866,0.4341,0.0829,-8.554,-15.4919,32.0484,952.4895
1867,0.5196,0.0874,-10.5214,-17.0857,32.3877,953.9112
1868,0.4615,0.0972,-9.5391,-14.6785,33.503,955.3829
1869,0.5077,0.0847,-8.7258,-14.3814,32.6623,956.8841
1870,0.4336,0.0894,-10.0091,-15.9764,32.7322,958.3935
1871,0.5148,0.0801,-8.9426,-14.0081,33.4033,959.889
1872,0.5316,0.0958,-9.8007,-14.8216,32.279,961.3478
1873,0.4573,0.0976,-9.4657,-15.4837,31.7678,962.747
1874,0.4418,0.0959,-9.0458,-15.0546,31.7467,964.0636
1875,0.4001,0.0896,-8.8392,-15.1302,32.8527,965.2749
1876,0.4751,0.0691,-9.6027,-15.745,32.5767,966.3584
1877,0.4624,0.0781,-10.398,-17.1411,31.9187,967.2927
1878,0.4237,0.0785,-10.177,-16.9222,31.549,968.0569
1879,0.5042,0.0763,-9.3577,-16.219,31.9904,968.6317
1880,0.4686,0.0796,-10.7329,-16.1907,32.7312,968.9988
1881,0.4442,0.0934,-10.0981,-16.8788,31.47,969.142
1882,0.4656,0.0835,-10.2946,-15.3197,,969.0467
1883,0.5312,0.0594,-10.0888,-16.454,31.0884,968.7004
1884,0.5129,0.0769,-10.8233,-15.9546,31.5063,968.0928
1885,0.4838,0.0739,-11.4962,-17.6788,31.861,967.2163
1886,0.5137,0.0541,-9.5859,-16.369,32.8675,966.0655
1887,0.4421,0.0716,-9.2079,-14.566,31.6792,964.6379
1888,0.4891,0.0573,-11.3787,-16.6777,31.4775,962.9339
1889,0.4924,0.0402,-9.6047,-16.0578,32.0006,960.9565
1890,0.466,0.0606,-8.9778,-15.1436,31.8865,958.7118
1891,0.4999,0.056,-9.3022,-15.7551,31.1215,956.2087
1892,0.4484,0.0491,-10.0375,-16.0978,32.8626,953.4593
1893,0.4965,0.05,-10.3756,-16.3217,31.4944,950.4783
1894,,0.0406,-9.465,-15.6407,31.6931,947.2834
1895,0.3504,0.0556,-9.2337,-16.1432,31.9389,943.8951
1896,0.5093,0.0471,-9.2519,-15.5423,31.8868,940.3362
1897,0.3336,0.0492,-9.3646,-15.0129,32.6799,936.6325
1898,0.4241,0.0513,-9.9754,-16.0798,31.5098,932.8116
1899,0.4824,0.0332,-8.6579,-14.8216,32.4458,928.9036
1900,0.4207,0.0366,-8.5055,-14.9709,32.1989,924.9401
1901,0.3662,0.0214,-8.6084,-14.9134,32.8254,920.9548
1902,0.3721,0.0555,-8.5693,-13.8648,32.2527,916.9823
1903,0.4474,0.0352,-7.2073,-13.7772,32.3264,913.0586
1904,0.3196,0.0527,-8.9477,-14.5873,33.1385,909.2203
1905,0.4314,0.057,-7.3269,-13.3034,33.083,905.5047
1906,0.3736,0.0615,-8.8508,-14.7284,32.5497,901.949
1907,0.3174,0.0417,-7.2967,-13.6629,34.0261,898.5903
1908,0.331,0.0574,-7.1276,-13.3035,33.8366,895.4652
1909,0.3029,0.0805,-8.2904,-14.2932,33.5307,892.6095
1910,0.3676,0.0833,-6.6809,-12.9413,33.4704,890.0576
1911,0.3518,0.077,-7.6013,-13.4356,34.1423,887.8425
1912,0.2435,,-8.659,-14.4303,34.4871,885.9954
1913,0.2863,0.0582,-8.2516,-13.1653,33.2943,884.5451
1914,0.2585,0.0815,-7.0561,-12.917,34.6272,883.5181
1915,0.3359,,-7.2492,-14.2053,34.9339,882.9381
1916,0.2219,0.0848,-8.8748,-14.2933,33.2595,882.8256
1917,0.3326,0.073,-8.196,-14.2979,34.9039,883.1979
1918,0.2604,0.081,-7.9933,-12.9874,35.3033,884.0689
1919,0.2094,0.0875,-8.6488,-13.9134,35.3195,885.4487
1920,0.5233,0.093,-6.7238,-12.9764,33.1281,943.8993
1921,0.5099,0.0976,-8.4576,-14.0966,32.5442,944.817
1922,0.483,0.086,-8.7371,-15.034,32.1957,945.8828
1923,0.5304,,-7.7861,-13.7848,31.8032,947.0835
1924,0.4706,0.1144,-9.0897,-14.7517,33.5863,948.4042
1925,0.4262,0.1254,-8.057,-13.5005,33.3853,949.8279
1926,0.4925,0.1012,-10.2684,-15.8208,33.6817,951.3364
1927,0.4304,0.08,-9.3735,-15.336,32.5478,952.9097
1928,0.468,0.0864,-8.2516,-13.0099,33.4533,954.5269
1929,0.4578,0.1013,-7.918,-14.1005,32.0438,956.1657
1930,0.456,0.1106,-9.8779,-16.6815,32.3854,957.8033
1931,0.5682,0.0789,-10.0569,-16.7642,32.9327,959.416
1932,0.4883,0.0908,-8.9764,-14.2394,33.1943,960.98
1933,0.4942,0.0932,-10.0126,-16.0509,33.7336,962.4713
1934,0.4122,0.0996,-9.81,-15.7305,,963.8659
1935,0.4563,0.0833,,-15.2424,32.0434,965.1404
1936,0.4907,0.0667,-10.1797,-16.406,31.9223,966.272
1937,0.441,0.0908,-11.3828,-17.7764,31.9659,967.2386
1938,0.5185,0.0946,-10.9104,-16.6748,33.6149,968.0195
1939,0.4344,0.0777,-9.9127,-15.9614,32.6396,968.5955
1940,0.4714,0.0812,-11.4539,-17.2364,32.7571,968.9486
1941,0.4599,0.0681,-10.2338,-16.0641,31.8527,969.0632
1942,0.4903,0.0612,-11.1326,-17.3456,31.9058,968.9255
1943,0.4584,0.0812,-8.7193,-15.4487,32.2425,968.5239
1944,0.4733,0.071,-8.3006,-15.0735,31.4426,967.8494
1945,0.4746,0.0699,-10.8695,-15.3562,31.5027,966.8956
1946,0.4542,0.0797,-9.7965,-15.0574,31.2137,965.6588
1947,0.5021,0.0468,-10.738,-16.0679,31.3017,964.1381
1948,0.491,0.0507,-10.1739,-16.5112,31.563,962.3357
1949,0.4761,0.0573,-8.4297,-14.4249,31.0165,960.2566
1950,0.4602,0.0468,-10.1816,-16.5892,31.6705,957.9089
1951,0.5064,0.0614,-9.9631,-16.6192,31.673,955.3036
1952,0.4616,0.0484,-10.4055,-16.6999,31.4124,952.455
1953,0.4547,0.0375,-8.6435,-13.9804,31.0558,949.3799
1954,0.4665,0.0493,-12.073,-17.6526,31.6625,946.0983
1955,0.5248,0.0498,-9.7124,-16.1974,31.3585,942.6328
1956,0.3973,0.0586,-9.2857,-15.4431,31.7658,939.0084
1957,0.4751,0.0519,-9.665,-15.2905,32.4873,935.2528
1958,0.3613,0.0527,-8.3301,-14.6156,31.1808,931.3957
1959,0.4379,0.0513,-7.943,-13.9032,33.3536,927.4688
1960,0.4838,0.0458,-9.9183,-15.7174,32.135,923.5058
1961,0.4315,0.0402,-6.9997,-12.8043,32.5655,919.5414
1962,0.4094,0.0533,-9.7022,-15.5751,32.0166,915.612
1963,0.3705,0.0471,-7.4263,-13.7532,33.3118,911.7544
1964,0.3841,0.0729,-8.2371,-14.5126,32.7166,908.0062
1965,0.3625,0.0704,-8.667,-15.2338,32.7266,904.4053
1966,,,-8.5073,-15.2879,32.793,900.9894
1967,0.3399,0.0628,-8.1323,-14.1897,33.1549,897.7957
1968,0.3489,0.0593,-7.8755,-13.4674,33.7454,894.8606
1969,0.2998,0.0476,-8.7272,-15.4174,33.7756,892.2195
1970,0.2879,0.0625,-8.1402,-14.0037,33.8227,889.9062
1971,0.2557,0.0688,-8.5454,-14.1531,33.59,887.9528
1972,0.316,0.0729,-8.8913,-15.8097,33.7194,886.3889
1973,0.313,0.0784,-8.5786,-14.7139,34.0605,885.2422
1974,0.2917,0.0864,-8.8657,-14.0426,34.7598,884.5371
1975,0.313,0.0697,-8.3186,-14.0426,35.0164,884.2954
1976,0.2705,0.0723,-7.689,-14.6243,35.2201,884.5353
1977,0.2761,0.1004,,-13.6775,34.8497,885.2718
1978,0.2669,0.0947,-6.6075,-12.9814,35.1741,886.5158
1979,0.2463,0.083,-10.0541,-15.7085,34.9198,888.2746
1980,0.5202,0.0898,-8.2664,-14.6114,31.8167,942.0132
1981,0.6219,0.0912,-8.6777,-14.7042,32.8154,943.0996
1982,,0.0939,-8.0796,-14.3483,32.787,944.337
1983,0.4921,0.1001,-8.2159,-14.2144,32.4402,945.7102
1984,0.5296,0.1254,-8.9851,-15.2688,32.7587,947.2022
1985,0.5164,0.0976,-8.7852,-14.897,33.2002,948.7942
1986,0.4448,,-9.5941,-16.1819,32.4439,950.466
1987,0.5412,0.075,-8.5878,-14.3425,32.6872,952.1958
1988,0.4884,0.089,-10.665,-16.5773,34.0182,953.9609
1989,0.4443,0.1089,-8.6257,-15.434,32.0903,955.7376
1990,0.5334,0.098,-9.3521,-14.8556,32.8921,957.5014
1991,0.5085,0.0394,-9.8094,-15.8976,32.241,959.2275
1992,0.431,0.0988,-9.6908,-15.6099,32.4185,960.891
1993,0.5513,0.1121,-9.7146,-15.3323,32.6707,962.4667
1994,,0.0633,-8.6282,-14.4641,32.1093,963.9301
1995,0.4782,0.1036,-7.1534,-12.5708,32.9527,965.2572
1996,0.542,0.05,-8.8327,-14.9793,33.3211,966.4249
1997,0.4847,0.0923,-10.3223,-15.8051,32.9145,967.411
1998,0.4774,0.0786,-9.4199,-15.3585,32.9221,968.1949
1999,0.4523,0.0481,-9.4302,-15.1764,31.3777,968.7578
2000,0.5023,0.0793,-10.7447,-16.5429,31.9597,969.0823
2001,0.4984,0.0852,-11.0389,-16.4185,32.2895,969.1535
2002,0.4801,0.0733,-10.096,-15.7353,32.4402,968.9586
2003,0.4479,0.0735,-9.4033,-15.6248,32.8844,968.4874
2004,0.4845,0.0592,-11.3317,-17.6524,32.3966,967.7321
2005,0.476,0.0395,-10.6005,-16.6253,32.225,966.6879
2006,0.4245,0.0679,-9.5356,-15.9157,33.2095,965.3528
2007,0.4177,0.0785,-9.9191,-16.4452,31.6409,963.7279
2008,0.4974,0.0691,-8.7673,-15.8313,31.3758,961.8173
2009,0.3684,0.03,-10.9666,-17.7412,31.635,959.628
2010,0.4779,0.034,-7.883,-12.8903,30.9728,957.1703
2011,0.4471,0.0407,-10.913,-17.2412,31.5701,954.4576
2012,0.5146,0.0305,-11.2153,-16.2636,30.5159,951.5061
2013,0.4379,0.0492,-9.5409,-15.3393,31.2718,948.3353
2014,0.4787,0.0527,-10.2967,-16.3215,31.5728,944.967
2015,0.4305,0.0304,-9.31,-16.0603,32.2791,941.4261
2016,0.4445,0.0566,-9.2238,-15.2214,32.4579,937.7399
2017,0.4623,0.0546,-9.2044,-14.2583,31.3091,933.9379
2018,0.4066,0.0411,-9.6031,-14.8243,33.2423,930.0518
2019,0.4567,0.0461,-8.4645,-14.3274,32.2077,926.115
2020,0.3684,0.0256,-8.9473,-15.5216,32.3964,922.1627
2021,0.4108,0.046,-7.6961,-14.1747,31.4261,918.2311
2022,0.4263,0.0513,-8.6132,-15.0395,32.1783,914.3575
2023,0.406,0.0547,-9.1363,-14.4972,33.3419,910.58
2024,0.4461,0.0589,-9.6175,-14.8016,32.9821,906.9368
2025,0.3286,0.0591,-8.3162,-14.2182,33.1181,903.466
2026,0.2936,0.0551,,-15.2663,33.3664,900.2057
2027,0.2986,0.0638,-9.1112,-14.3369,32.5425,897.193
2028,0.3545,0.0747,-7.5532,-14.0425,33.5288,894.4639
2029,0.3378,0.064,-9.3543,-15.3283,34.6084,892.053
2030,,0.0714,-6.7732,-12.5417,34.5885,889.9934
2031,0.2536,0.0679,-7.7607,-14.1921,34.0292,888.3156
2032,0.3201,0.065,-7.9243,-14.2423,35.2034,887.0481
2033,0.2319,0.0816,-8.7335,-15.0904,33.6619,886.2165
2034,0.3193,0.0712,-7.3266,-12.6183,33.9762,885.8434
2035,0.38,0.0851,-7.989,-13.0318,35.8075,885.9482
2036,0.2739,0.0833,-8.6002,-14.5428,35.1528,886.5468
2037,0.277,0.0817,-7.972,-14.1061,34.7348,887.6511
2038,0.2293,0.0837,-9.5741,-15.8741,34.9611,889.2695
2039,0.1729,0.0837,-9.6472,-15.6463,34.5796,891.4061
2040,0.5083,0.0721,-9.5742,-15.8493,33.2335,940.3672
2041,0.481,0.0976,-8.4456,-14.4941,33.2567,941.6382
2042,0.4597,0.0966,-8.783,-14.5764,33.2049,943.0608
2043,0.5798,0.1047,-8.0037,-14.2063,32.5357,944.6178
2044,0.5158,0.0885,-9.6478,-15.7426,33.413,946.29
2045,0.5146,0.1177,-8.5267,-14.6194,32.9434,948.0567
2046,0.4821,0.0903,-9.1567,-15.3155,32.6612,949.8958
2047,0.4833,0.0839,-9.9029,-16.1236,33.9899,951.7838
2048,0.5251,0.0819,-8.9256,-14.5445,34.4949,953.6963
2049,0.4821,0.0721,-9.3734,-16.2588,34.3089,955.608
2050,0.5021,0.1102,-9.9109,-15.1238,33.4717,957.4932
2051,0.471,0.1069,-9.4601,-15.3923,32.8499,959.326
2052,0.4635,0.0961,-9.6812,-15.3762,32.8852,961.0802
2053,0.4198,,-9.7811,-15.4186,33.0808,962.7302
2054,0.3962,0.107,-10.0643,-16.4183,32.4887,964.2508
2055,0.4644,0.079,-10.8487,-17.3059,33.4304,965.6176
2056,0.4769,0.0778,-9.8089,-16.325,31.3123,966.8074
2057,,0.096,-10.5672,-16.6907,32.2491,967.7983
2058,0.4734,0.0843,-10.7891,-16.4395,32.7995,968.5699
2059,0.4771,,-10.2039,-16.4958,31.7054,969.104
2060,0.3888,0.0745,-9.4527,-15.1487,31.9649,969.3842
2061,0.4385,0.0643,-9.9094,-17.0934,32.366,969.3963
2062,0.4913,0.0593,-10.4898,-16.6826,32.8276,969.129
2063,0.4902,0.0421,-10.5175,-15.934,31.0545,968.5733
2064,0.428,0.0586,-9.5359,-15.6214,30.933,967.7231
2065,0.4796,0.0735,-11.9344,-18.349,31.1192,966.5755
2066,0.5128,0.0649,-9.3401,-15.6685,30.7084,965.1302
2067,0.5012,0.056,-11.427,-18.941,30.7074,963.3904
2068,0.464,0.0421,-10.999,-17.5049,30.973,961.3623
2069,0.4463,0.0551,-10.2066,-15.678,32.28,959.0552
2070,0.4365,0.0632,-7.978,-14.2693,,956.4817
2071,0.4764,0.055,-8.2821,-14.5144,31.5689,953.6574
2072,0.4609,0.0509,,-16.1268,31.0045,950.6008
2073,0.4731,,-9.1359,-15.9513,32.0009,947.3337
2074,0.4474,0.0581,-10.8002,-16.2052,32.8044,943.8802
2075,0.4685,0.0099,-9.0696,-14.761,31.2195,940.2673
2076,0.4325,0.0521,-9.5158,-16.1645,32.8746,936.5244
2077,0.4526,0.0786,-9.6092,-15.9245,32.16,932.6829
2078,0.4479,0.0302,-8.711,-14.7255,32.0663,928.7762
2079,0.3723,0.0462,-9.0916,-15.6897,32.4235,924.8396
2080,,0.05,-7.9016,-14.9037,32.5563,920.9095
2081,0.4479,0.0458,-10.0321,-16.1117,33.5849,917.0233
2082,0.3867,0.0652,-8.3149,-14.0286,32.9403,913.2196
2083,0.2979,0.0601,-8.9766,-14.6807,33.1178,909.5368
2084,0.3278,0.0581,-8.5077,-14.0701,32.7112,906.0138
2085,0.377,,-7.8525,-14.6293,33.6428,902.689
2086,0.3247,0.0606,-8.917,-14.888,32.7431,899.6003
2087,0.3053,0.1009,-7.8306,-13.9648,33.5615,896.7845
2088,0.3718,0.0669,-8.0837,-14.1273,35.4042,894.2769
2089,0.2642,0.0699,-8.4081,-14.514,32.3473,892.1113
2090,0.2648,0.0496,-8.2365,-14.5667,34.161,890.3194
2091,0.2962,0.0662,-7.9795,-15.4884,34.3492,888.9304
2092,0.295,0.0891,-8.4819,-13.9009,34.2068,887.971
2093,0.2915,0.0618,-7.8898,-13.7248,34.3689,887.4647
2094,0.301,0.0545,-8.1624,-14.9045,34.6834,887.4319
2095,0.2661,0.0833,-8.4896,-14.253,34.6018,887.8895
2096,0.2723,0.1017,-6.8057,-13.0293,34.9966,888.8506
2097,0.2378,0.0881,-7.8383,-14.0478,34.6661,890.3244
2098,0.2471,0.0858,-8.5851,-14.9693,36.2509,892.3161
2099,0.2464,0.0695,-8.2855,-14.017,34.9476,894.8266
2100,0.5322,0.0979,-9.5398,-15.9397,33.6025,938.9927
2101,0.5472,0.1013,-9.1209,-15.6693,32.9171,940.4614
2102,0.5317,0.0726,-9.0883,-14.5224,33.9199,942.0799
2103,0.5051,0.108,-9.8972,-15.9866,33.8252,943.8287
2104,,0.1037,-8.6633,-14.737,33.6457,945.6869
2105,0.4954,0.108,-9.4561,-15.1099,32.7712,947.6316
2106,0.4871,0.1011,-9.4184,-15.7522,32.9144,949.6389
2107,0.4921,0.1013,-9.6743,-15.9084,34.3415,951.6836
2108,0.5693,0.0988,-6.9391,-12.7863,32.8222,953.7397
2109,0.4574,0.1019,-9.9241,-16.6948,33.6028,955.7807
2110,0.493,0.0684,-11.136,-17.0254,32.578,957.7796
2111,0.5171,0.0707,-10.8462,-17.224,33.6664,959.7093
2112,0.4769,0.0781,-9.041,-14.6132,32.5572,961.5431
2113,0.5656,0.0835,-8.6573,-14.3839,32.2916,963.2547
2114,0.4563,0.0877,-10.3446,-16.1373,32.3367,964.8185
2115,0.4841,0.0848,-8.8423,-15.6458,32.3222,966.21
2116,0.439,0.0921,-9.3311,-15.3828,32.785,967.4063
2117,0.4569,0.0901,-10.1266,-16.7152,32.4706,968.3856
2118,0.4809,0.0635,-10.2248,-16.2432,31.6592,969.1284
2119,0.5049,0.0744,-9.9032,-17.0609,32.1892,969.6169
2120,0.4837,0.059,-9.3669,-16.1373,31.4133,969.836
2121,0.5212,0.0645,-9.761,-15.1664,32.3845,969.7729
2122,0.4666,0.0683,-10.6188,-16.4342,32.4003,969.4174
2123,0.4565,0.0212,-10.2036,-16.3805,31.8039,968.7623
2124,0.577,0.0889,-8.4543,-14.9087,31.905,967.8034
2125,0.4832,0.0647,-9.8018,-16.3439,32.7279,966.5396
2126,,0.0488,-9.2593,-15.1592,31.5287,964.9727
2127,0.4356,0.0773,-9.4636,-15.6354,31.0162,963.1082
2128,,0.0485,-9.607,-14.8337,31.9035,960.9543
2129,0.4948,0.0528,-9.6588,-15.7512,,958.5229
2130,0.4388,0.0442,-8.9387,-14.9094,31.4199,955.8288
2131,0.454,0.0689,-8.9842,-15.6784,31.2048,952.89
2132,0.4412,0.0471,-9.2431,-15.4234,31.1765,949.7274
2133,0.4673,0.0497,-9.898,-15.8095,31.4964,946.3649
2134,0.3979,0.0621,-8.9183,-15.1047,32.2506,942.8291
2135,0.3819,0.0547,-9.1604,-15.4032,32.4532,939.1489
2136,0.4264,0.0473,-9.231,-15.0676,32.4392,935.3558
2137,0.4336,0.0618,-6.7181,-11.9607,32.1928,931.483
2138,0.4144,0.0797,-9.9696,-15.8971,31.9569,927.5658
2139,0.3599,0.054,-7.8507,-13.2787,30.8293,923.6406
2140,0.4101,0.0528,-9.1904,-14.8796,32.6081,919.7452
2141,0.3437,0.0549,-8.2831,-13.7409,31.173,915.9182
2142,0.3428,0.0702,-6.2274,-12.5323,31.548,912.1988
2143,0.316,0.0491,-8.9543,-15.0578,32.7732,908.626
2144,0.3957,0.055,-8.675,-14.7763,33.2025,905.239
2145,0.3589,0.042,-8.0319,-13.7587,32.9502,902.0762
2146,0.3478,0.0485,-8.6294,-14.2332,34.3213,899.175
2147,0.3637,0.0589,-7.1911,-13.1286,33.8565,896.5717
2148,0.4168,0.0669,-8.2865,-13.8481,33.6072,894.3007
2149,0.2267,0.0913,-7.3109,-13.5926,34.7629,892.3946
2150,0.2567,0.0791,-8.8882,-14.4455,35.0394,890.8836
2151,0.2534,0.0643,-9.2771,-14.7692,34.5701,889.7953
2152,0.2363,0.0691,-8.038,-13.6992,33.9512,889.1542
2153,0.2203,0.0969,-9.1494,-15.0823,34.2297,888.9816
2154,0.2452,0.0964,-6.7365,-12.3799,33.8235,889.2955
2155,0.2032,0.0856,-9.2482,-15.6952,34.7846,890.11
2156,0.2609,0.0823,-8.944,-14.8449,34.284,891.4353
2157,0.2461,0.1033,-7.8885,-13.7382,34.8047,893.2776
2158,0.2608,,-8.8093,-15.474,35.2297,895.6388
2159,0.2605,0.0984,-9.6902,-15.4529,33.9364,898.5167
2160,0.539,0.1201,-7.1305,-13.7549,32.6814,937.9172
2161,0.4931,0.096,-9.6226,-15.8365,33.1797,939.5936
2162,0.5865,0.0846,-9.0442,-15.0243,33.4798,941.4154
2163,0.5053,0.099,-9.1267,-15.492,33.2261,943.3611
2164,0.4163,0.0884,-8.4686,-14.4273,33.3552,945.4076
2165,0.4461,0.0769,-8.7487,-14.7155,33.0733,947.5303
2166,0.4126,0.1015,-9.8651,-16.2752,32.5921,949.7035
2167,0.4794,0.1057,-9.5515,-15.2675,33.0915,951.9003
2168,0.471,0.0875,-9.5605,-15.9426,33.2221,954.0934
2169,0.4547,0.0854,-8.8677,-13.7237,33.0894,956.2549
2170,0.552,0.0769,-10.4879,-16.5426,33.2576,958.3568
2171,0.492,0.085,-8.0225,-14.6081,33.3474,960.3712
2172,0.498,0.0782,-10.3242,-16.8163,33.4027,962.2709
2173,0.4309,0.0708,-9.7986,-15.2249,32.5047,964.0291
2174,,0.1036,-10.7883,-16.9929,31.8255,965.6202
2175,0.4689,0.0842,-10.9604,-17.6423,33.4169,967.0198
2176,0.4742,0.0832,-10.6748,-16.2479,32.7665,968.2051
2177,0.3929,0.0846,-10.796,-17.0038,31.8437,969.1552
2178,,0.0809,-10.3855,-16.0588,32.4661,969.8513
2179,0.4676,0.0643,-10.8613,-16.3936,32.8266,970.2768
2180,0.4582,0.0701,-9.5347,-15.3975,33.1144,970.4177
2181,0.4338,0.0613,-10.7191,-15.5212,32.1248,970.2626
2182,0.4441,0.0675,-10.7976,-17.66,32.5157,969.8032
2183,0.4576,0.0642,-10.3749,-16.7839,31.0689,969.034
2184,0.4669,0.0535,-9.2324,-15.3603,31.6983,967.9529
2185,0.4857,0.0402,-9.8091,-14.6785,31.4558,966.5606
2186,0.5025,0.0561,-10.0037,-15.1047,31.8121,964.8616
2187,0.4447,0.0504,-11.0024,-16.3581,32.5366,962.8633
2188,0.4349,0.0287,-10.6917,-17.0888,31.6975,960.5765
2189,0.4668,0.0563,-10.7123,-17.051,30.9777,958.0155
2190,0.4693,0.0609,-8.5472,-14.9615,30.7903,955.1974
2191,0.4225,0.0789,-9.0636,-15.4553,32.5596,952.1426
2192,0.4658,0.0434,-10.066,-15.3197,31.9199,948.8745
2193,0.4672,0.0414,-9.7113,-15.8332,31.9357,945.4192
2194,0.4729,0.0345,-9.799,-15.8548,31.5312,941.8054
2195,0.4851,0.0506,-9.7235,-15.3363,31.9837,938.0643
2196,0.3715,0.051,-8.5213,-15.353,31.3307,934.2289
2197,0.3984,0.0396,-8.9942,-14.9679,32.2688,930.3345
2198,0.3896,0.0482,-6.9756,-13.524,31.4579,926.4177
2199,0.3761,0.0278,-7.5196,-13.6668,32.0852,922.5163
2200,0.3447,0.0641,-7.3563,-13.6495,32.0634,918.6693
2201,0.3016,0.0453,-7.757,-14.0759,30.6523,914.916
2202,0.3549,0.056,-8.5299,-14.4171,32.5639,911.2961
2203,0.3106,0.0412,-7.6203,-13.5096,32.4041,907.8491
2204,0.3349,0.0535,-8.2946,-14.4045,32.9932,904.614
2205,0.2899,0.0594,-6.64,-12.4547,33.2994,901.6291
2206,0.268,0.065,-7.5623,-13.9966,34.5391,898.9311
2207,0.3119,0.0733,-7.631,-13.2902,33.8405,896.5554
