week_start,equipment_id,equipment_type,age_years,downtime_pct_8w,breakdowns_8w,c_downtime,c_breakdown,c_age,risk_score,risk_band,main_driver
2024-04-01,DMP-03,dumper,12,15.8482,1.0,0.3165,0.1,0.32,0.7365,medium,machine age
2024-04-01,DRL-01,drill,6,16.2232,1.0,0.3239,0.1,0.16,0.5839,low,recent downtime
2024-04-01,DRL-02,drill,11,9.9821,0.0,0.1993,0.0,0.2933,0.4927,low,machine age
2024-04-01,LDR-01,loader,4,16.1339,1.0,0.3222,0.1,0.1067,0.5288,low,recent downtime
2024-04-01,LDR-02,loader,9,7.8393,0.0,0.1565,0.0,0.24,0.3965,low,machine age
2024-04-01,LDR-03,loader,13,15.3393,1.0,0.3063,0.1,0.3467,0.753,medium,machine age
2024-04-08,DMP-01,dumper,3,6.8839,0.0,0.1375,0.0,0.08,0.2175,low,recent downtime
2024-04-08,DMP-02,dumper,8,9.4911,0.0,0.1895,0.0,0.2133,0.4029,low,machine age
2024-04-08,DMP-03,dumper,12,15.2679,1.0,0.3049,0.1,0.32,0.7249,medium,machine age
2024-04-08,DRL-01,drill,6,10.9821,0.0,0.2193,0.0,0.16,0.3793,low,recent downtime
2024-04-08,DRL-02,drill,11,9.875,0.0,0.1972,0.0,0.2933,0.4905,low,machine age
2024-04-08,LDR-01,loader,4,16.3304,1.0,0.3261,0.1,0.1067,0.5327,low,recent downtime
2024-04-08,LDR-02,loader,9,8.4643,0.0,0.169,0.0,0.24,0.409,low,machine age
2024-04-08,LDR-03,loader,13,16.1964,1.0,0.3234,0.1,0.3467,0.7701,medium,machine age
2024-04-15,DMP-01,dumper,3,6.4732,0.0,0.1293,0.0,0.08,0.2093,low,recent downtime
2024-04-15,DMP-02,dumper,8,9.3125,0.0,0.186,0.0,0.2133,0.3993,low,machine age
2024-04-15,DMP-03,dumper,12,13.3839,1.0,0.2672,0.1,0.32,0.6872,medium,machine age
2024-04-15,DRL-01,drill,6,11.9107,0.0,0.2378,0.0,0.16,0.3978,low,recent downtime
2024-04-15,DRL-02,drill,11,9.8304,0.0,0.1963,0.0,0.2933,0.4896,low,machine age
2024-04-15,LDR-01,loader,4,16.2857,1.0,0.3252,0.1,0.1067,0.5319,low,recent downtime
2024-04-15,LDR-02,loader,9,9.0,0.0,0.1797,0.0,0.24,0.4197,low,machine age
2024-04-15,LDR-03,loader,13,16.5982,1.0,0.3314,0.1,0.3467,0.7781,medium,machine age
2024-04-22,DMP-01,dumper,3,6.5714,0.0,0.1312,0.0,0.08,0.2112,low,recent downtime
2024-04-22,DMP-02,dumper,8,9.7589,0.0,0.1949,0.0,0.2133,0.4082,low,machine age
2024-04-22,DMP-03,dumper,12,11.8929,1.0,0.2375,0.1,0.32,0.6575,medium,machine age
2024-04-22,DRL-01,drill,6,13.4732,0.0,0.269,0.0,0.16,0.429,low,recent downtime
2024-04-22,DRL-02,drill,11,9.1964,0.0,0.1836,0.0,0.2933,0.477,low,machine age
2024-04-22,LDR-01,loader,4,15.6964,1.0,0.3134,0.1,0.1067,0.5201,low,recent downtime
2024-04-22,LDR-02,loader,9,9.9911,0.0,0.1995,0.0,0.24,0.4395,low,machine age
2024-04-22,LDR-03,loader,13,15.7143,1.0,0.3138,0.1,0.3467,0.7604,medium,machine age
2024-04-29,DMP-01,dumper,3,6.7679,0.0,0.1351,0.0,0.08,0.2151,low,recent downtime
2024-04-29,DMP-02,dumper,8,10.2232,0.0,0.2041,0.0,0.2133,0.4175,low,machine age
2024-04-29,DMP-03,dumper,12,11.7143,1.0,0.2339,0.1,0.32,0.6539,medium,machine age
2024-04-29,DRL-01,drill,6,13.0893,0.0,0.2614,0.0,0.16,0.4214,low,recent downtime
2024-04-29,DRL-02,drill,11,10.2232,0.0,0.2041,0.0,0.2933,0.4975,low,machine age
2024-04-29,LDR-01,loader,4,14.4732,1.0,0.289,0.1,0.1067,0.4957,low,recent downtime
2024-04-29,LDR-02,loader,9,9.7946,0.0,0.1956,0.0,0.24,0.4356,low,machine age
2024-04-29,LDR-03,loader,13,11.2232,0.0,0.2241,0.0,0.3467,0.5708,low,machine age
2024-05-06,DMP-01,dumper,3,6.9018,0.0,0.1378,0.0,0.08,0.2178,low,recent downtime
2024-05-06,DMP-02,dumper,8,9.8661,0.0,0.197,0.0,0.2133,0.4103,low,machine age
2024-05-06,DMP-03,dumper,12,11.8393,1.0,0.2364,0.1,0.32,0.6564,medium,machine age
2024-05-06,DRL-01,drill,6,10.8482,0.0,0.2166,0.0,0.16,0.3766,low,recent downtime
2024-05-06,DRL-02,drill,11,11.0625,0.0,0.2209,0.0,0.2933,0.5142,low,machine age
2024-05-06,LDR-01,loader,4,14.0982,1.0,0.2815,0.1,0.1067,0.4882,low,recent downtime
2024-05-06,LDR-02,loader,9,10.5446,0.0,0.2106,0.0,0.24,0.4506,low,machine age
2024-05-06,LDR-03,loader,13,11.6964,0.0,0.2336,0.0,0.3467,0.5802,low,machine age
2024-05-13,DMP-01,dumper,3,6.6607,0.0,0.133,0.0,0.08,0.213,low,recent downtime
2024-05-13,DMP-02,dumper,8,9.7589,0.0,0.1949,0.0,0.2133,0.4082,low,machine age
2024-05-13,DMP-03,dumper,12,11.4821,1.0,0.2293,0.1,0.32,0.6493,medium,machine age
2024-05-13,DRL-01,drill,6,10.625,0.0,0.2122,0.0,0.16,0.3722,low,recent downtime
2024-05-13,DRL-02,drill,11,9.7232,0.0,0.1942,0.0,0.2933,0.4875,low,machine age
2024-05-13,LDR-01,loader,4,15.8036,2.0,0.3156,0.2,0.1067,0.6222,medium,recent downtime
2024-05-13,LDR-02,loader,9,9.4732,0.0,0.1892,0.0,0.24,0.4292,low,machine age
2024-05-13,LDR-03,loader,13,11.6161,0.0,0.2319,0.0,0.3467,0.5786,low,machine age
2024-05-20,DMP-01,dumper,3,6.8214,0.0,0.1362,0.0,0.08,0.2162,low,recent downtime
2024-05-20,DMP-02,dumper,8,9.5179,0.0,0.1901,0.0,0.2133,0.4034,low,machine age
2024-05-20,DMP-03,dumper,12,11.1339,1.0,0.2223,0.1,0.32,0.6423,medium,machine age
2024-05-20,DRL-01,drill,6,10.5357,0.0,0.2104,0.0,0.16,0.3704,low,recent downtime
2024-05-20,DRL-02,drill,11,10.4464,0.0,0.2086,0.0,0.2933,0.5019,low,machine age
2024-05-20,LDR-01,loader,4,10.625,1.0,0.2122,0.1,0.1067,0.4188,low,recent downtime
2024-05-20,LDR-02,loader,9,10.1607,0.0,0.2029,0.0,0.24,0.4429,low,machine age
2024-05-20,LDR-03,loader,13,16.8571,1.0,0.3366,0.1,0.3467,0.7833,high,machine age
2024-05-27,DMP-01,dumper,3,7.3661,0.0,0.1471,0.0,0.08,0.2271,low,recent downtime
2024-05-27,DMP-02,dumper,8,10.0804,0.0,0.2013,0.0,0.2133,0.4146,low,machine age
2024-05-27,DMP-03,dumper,12,10.5089,1.0,0.2098,0.1,0.32,0.6298,medium,machine age
2024-05-27,DRL-01,drill,6,10.9375,0.0,0.2184,0.0,0.16,0.3784,low,recent downtime
2024-05-27,DRL-02,drill,11,10.8304,0.0,0.2163,0.0,0.2933,0.5096,low,machine age
2024-05-27,LDR-01,loader,4,10.25,1.0,0.2047,0.1,0.1067,0.4113,low,recent downtime
2024-05-27,LDR-02,loader,9,9.8929,0.0,0.1975,0.0,0.24,0.4375,low,machine age
2024-05-27,LDR-03,loader,13,17.1786,1.0,0.343,0.1,0.3467,0.7897,high,machine age
2024-06-03,DMP-01,dumper,3,7.5446,0.0,0.1507,0.0,0.08,0.2307,low,recent downtime
2024-06-03,DMP-02,dumper,8,7.8571,0.0,0.1569,0.0,0.2133,0.3702,low,machine age
2024-06-03,DMP-03,dumper,12,10.6161,1.0,0.212,0.1,0.32,0.632,medium,machine age
2024-06-03,DRL-01,drill,6,11.375,0.0,0.2271,0.0,0.16,0.3871,low,recent downtime
2024-06-03,DRL-02,drill,11,10.9911,0.0,0.2195,0.0,0.2933,0.5128,low,machine age
2024-06-03,LDR-01,loader,4,9.9107,1.0,0.1979,0.1,0.1067,0.4046,low,recent downtime
2024-06-03,LDR-02,loader,9,8.7143,0.0,0.174,0.0,0.24,0.414,low,machine age
2024-06-03,LDR-03,loader,13,15.9196,1.0,0.3179,0.1,0.3467,0.7645,medium,machine age
2024-06-10,DMP-01,dumper,3,7.2321,0.0,0.1444,0.0,0.08,0.2244,low,recent downtime
2024-06-10,DMP-02,dumper,8,8.4554,0.0,0.1688,0.0,0.2133,0.3822,low,machine age
2024-06-10,DMP-03,dumper,12,11.6429,1.0,0.2325,0.1,0.32,0.6525,medium,machine age
2024-06-10,DRL-01,drill,6,10.2946,0.0,0.2056,0.0,0.16,0.3656,low,recent downtime
2024-06-10,DRL-02,drill,11,10.6786,0.0,0.2132,0.0,0.2933,0.5066,low,machine age
2024-06-10,LDR-01,loader,4,9.7679,1.0,0.195,0.1,0.1067,0.4017,low,recent downtime
2024-06-10,LDR-02,loader,9,8.9018,0.0,0.1778,0.0,0.24,0.4178,low,machine age
2024-06-10,LDR-03,loader,13,15.8929,1.0,0.3173,0.1,0.3467,0.764,medium,machine age
2024-06-17,DMP-01,dumper,3,7.3571,0.0,0.1469,0.0,0.08,0.2269,low,recent downtime
2024-06-17,DMP-02,dumper,8,9.3839,0.0,0.1874,0.0,0.2133,0.4007,low,machine age
2024-06-17,DMP-03,dumper,12,9.8125,0.0,0.1959,0.0,0.32,0.5159,low,machine age
2024-06-17,DRL-01,drill,6,9.0536,0.0,0.1808,0.0,0.16,0.3408,low,recent downtime
2024-06-17,DRL-02,drill,11,12.1161,0.0,0.2419,0.0,0.2933,0.5353,low,machine age
2024-06-17,LDR-01,loader,4,9.9554,1.0,0.1988,0.1,0.1067,0.4055,low,recent downtime
2024-06-17,LDR-02,loader,9,8.5982,0.0,0.1717,0.0,0.24,0.4117,low,machine age
2024-06-17,LDR-03,loader,13,16.1607,1.0,0.3227,0.1,0.3467,0.7694,medium,machine age
2024-06-24,DMP-01,dumper,3,8.4821,0.0,0.1694,0.0,0.08,0.2494,low,recent downtime
2024-06-24,DMP-02,dumper,8,10.7411,0.0,0.2145,0.0,0.2133,0.4278,low,recent downtime
2024-06-24,DMP-03,dumper,12,10.0089,0.0,0.1999,0.0,0.32,0.5199,low,machine age
2024-06-24,DRL-01,drill,6,9.3393,0.0,0.1865,0.0,0.16,0.3465,low,recent downtime
2024-06-24,DRL-02,drill,11,13.1429,0.0,0.2624,0.0,0.2933,0.5558,low,machine age
2024-06-24,LDR-01,loader,4,10.2054,1.0,0.2038,0.1,0.1067,0.4104,low,recent downtime
2024-06-24,LDR-02,loader,9,9.375,0.0,0.1872,0.0,0.24,0.4272,low,machine age
2024-06-24,LDR-03,loader,13,16.5446,1.0,0.3304,0.1,0.3467,0.777,medium,machine age
2024-07-01,DMP-01,dumper,3,9.1875,0.0,0.1835,0.0,0.08,0.2635,low,recent downtime
2024-07-01,DMP-02,dumper,8,16.0089,1.0,0.3197,0.1,0.2133,0.633,medium,recent downtime
2024-07-01,DMP-03,dumper,12,10.5893,0.0,0.2114,0.0,0.32,0.5314,low,machine age
2024-07-01,DRL-01,drill,6,10.5357,0.0,0.2104,0.0,0.16,0.3704,low,recent downtime
2024-07-01,DRL-02,drill,11,15.0804,0.0,0.3011,0.0,0.2933,0.5945,low,recent downtime
2024-07-01,LDR-01,loader,4,11.0268,1.0,0.2202,0.1,0.1067,0.4268,low,recent downtime
2024-07-01,LDR-02,loader,9,10.1696,0.0,0.2031,0.0,0.24,0.4431,low,machine age
2024-07-01,LDR-03,loader,13,16.3304,1.0,0.3261,0.1,0.3467,0.7727,medium,machine age
2024-07-08,DMP-01,dumper,3,10.3125,0.0,0.2059,0.0,0.08,0.2859,low,recent downtime
2024-07-08,DMP-02,dumper,8,15.9732,1.0,0.319,0.1,0.2133,0.6323,medium,recent downtime
2024-07-08,DMP-03,dumper,12,10.9196,0.0,0.218,0.0,0.32,0.538,low,machine age
2024-07-08,DRL-01,drill,6,10.9375,0.0,0.2184,0.0,0.16,0.3784,low,recent downtime
2024-07-08,DRL-02,drill,11,16.7589,0.0,0.3346,0.0,0.2933,0.628,medium,recent downtime
2024-07-08,LDR-01,loader,4,11.7143,1.0,0.2339,0.1,0.1067,0.4406,low,recent downtime
2024-07-08,LDR-02,loader,9,10.6429,0.0,0.2125,0.0,0.24,0.4525,low,machine age
2024-07-08,LDR-03,loader,13,20.9732,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-07-15,DMP-01,dumper,3,11.25,0.0,0.2246,0.0,0.08,0.3046,low,recent downtime
2024-07-15,DMP-02,dumper,8,17.0,1.0,0.3395,0.1,0.2133,0.6528,medium,recent downtime
2024-07-15,DMP-03,dumper,12,12.5268,0.0,0.2501,0.0,0.32,0.5701,low,machine age
2024-07-15,DRL-01,drill,6,13.7946,0.0,0.2755,0.0,0.16,0.4355,low,recent downtime
2024-07-15,DRL-02,drill,11,17.8661,0.0,0.3567,0.0,0.2933,0.6501,medium,recent downtime
2024-07-15,LDR-01,loader,4,14.1607,1.0,0.2828,0.1,0.1067,0.4894,low,recent downtime
2024-07-15,LDR-02,loader,9,11.0268,0.0,0.2202,0.0,0.24,0.4602,low,machine age
2024-07-15,LDR-03,loader,13,21.375,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-07-22,DMP-01,dumper,3,13.2679,0.0,0.2649,0.0,0.08,0.3449,low,recent downtime
2024-07-22,DMP-02,dumper,8,18.3125,1.0,0.3657,0.1,0.2133,0.679,medium,recent downtime
2024-07-22,DMP-03,dumper,12,15.9554,1.0,0.3186,0.1,0.32,0.7386,medium,machine age
2024-07-22,DRL-01,drill,6,15.4107,0.0,0.3077,0.0,0.16,0.4677,low,recent downtime
2024-07-22,DRL-02,drill,11,19.3393,0.0,0.3862,0.0,0.2933,0.6795,medium,recent downtime
2024-07-22,LDR-01,loader,4,15.4375,1.0,0.3083,0.1,0.1067,0.5149,low,recent downtime
2024-07-22,LDR-02,loader,9,13.1786,0.0,0.2631,0.0,0.24,0.5031,low,recent downtime
2024-07-22,LDR-03,loader,13,22.6071,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-07-29,DMP-01,dumper,3,13.7946,0.0,0.2755,0.0,0.08,0.3555,low,recent downtime
2024-07-29,DMP-02,dumper,8,21.5268,1.0,0.4,0.1,0.2133,0.7133,medium,recent downtime
2024-07-29,DMP-03,dumper,12,22.0,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2024-07-29,DRL-01,drill,6,18.0357,0.0,0.3601,0.0,0.16,0.5201,low,recent downtime
2024-07-29,DRL-02,drill,11,20.4286,0.0,0.4,0.0,0.2933,0.6933,medium,recent downtime
2024-07-29,LDR-01,loader,4,16.8036,1.0,0.3355,0.1,0.1067,0.5422,low,recent downtime
2024-07-29,LDR-02,loader,9,19.6161,1.0,0.3917,0.1,0.24,0.7317,medium,recent downtime
2024-07-29,LDR-03,loader,13,25.1696,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-08-05,DMP-01,dumper,3,14.5446,0.0,0.2904,0.0,0.08,0.3704,low,recent downtime
2024-08-05,DMP-02,dumper,8,21.1875,1.0,0.4,0.1,0.2133,0.7133,medium,recent downtime
2024-08-05,DMP-03,dumper,12,23.0268,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2024-08-05,DRL-01,drill,6,19.2768,0.0,0.3849,0.0,0.16,0.5449,low,recent downtime
2024-08-05,DRL-02,drill,11,22.2232,0.0,0.4,0.0,0.2933,0.6933,medium,recent downtime
2024-08-05,LDR-01,loader,4,17.5893,1.0,0.3512,0.1,0.1067,0.5579,low,recent downtime
2024-08-05,LDR-02,loader,9,20.9375,1.0,0.4,0.1,0.24,0.74,medium,recent downtime
2024-08-05,LDR-03,loader,13,25.8393,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-08-12,DMP-01,dumper,3,15.125,0.0,0.302,0.0,0.08,0.382,low,recent downtime
2024-08-12,DMP-02,dumper,8,20.9911,1.0,0.4,0.1,0.2133,0.7133,medium,recent downtime
2024-08-12,DMP-03,dumper,12,21.9554,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2024-08-12,DRL-01,drill,6,19.4196,0.0,0.3878,0.0,0.16,0.5478,low,recent downtime
2024-08-12,DRL-02,drill,11,22.0804,0.0,0.4,0.0,0.2933,0.6933,medium,recent downtime
2024-08-12,LDR-01,loader,4,19.6429,1.0,0.3922,0.1,0.1067,0.5989,low,recent downtime
2024-08-12,LDR-02,loader,9,22.5357,1.0,0.4,0.1,0.24,0.74,medium,recent downtime
2024-08-12,LDR-03,loader,13,25.8125,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-08-19,DMP-01,dumper,3,14.6786,0.0,0.2931,0.0,0.08,0.3731,low,recent downtime
2024-08-19,DMP-02,dumper,8,20.2232,1.0,0.4,0.1,0.2133,0.7133,medium,recent downtime
2024-08-19,DMP-03,dumper,12,22.9375,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2024-08-19,DRL-01,drill,6,19.7857,0.0,0.3951,0.0,0.16,0.5551,low,recent downtime
2024-08-19,DRL-02,drill,11,21.8661,0.0,0.4,0.0,0.2933,0.6933,medium,recent downtime
2024-08-19,LDR-01,loader,4,19.5714,1.0,0.3908,0.1,0.1067,0.5975,low,recent downtime
2024-08-19,LDR-02,loader,9,28.1964,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2024-08-19,LDR-03,loader,13,27.4732,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-08-26,DMP-01,dumper,3,14.5446,0.0,0.2904,0.0,0.08,0.3704,low,recent downtime
2024-08-26,DMP-02,dumper,8,17.2054,0.0,0.3436,0.0,0.2133,0.5569,low,recent downtime
2024-08-26,DMP-03,dumper,12,23.2143,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2024-08-26,DRL-01,drill,6,19.3839,0.0,0.3871,0.0,0.16,0.5471,low,recent downtime
2024-08-26,DRL-02,drill,11,21.1339,0.0,0.4,0.0,0.2933,0.6933,medium,recent downtime
2024-08-26,LDR-01,loader,4,19.9018,1.0,0.3974,0.1,0.1067,0.6041,medium,recent downtime
2024-08-26,LDR-02,loader,9,27.6429,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2024-08-26,LDR-03,loader,13,32.1607,3.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-09-02,DMP-01,dumper,3,14.8839,0.0,0.2972,0.0,0.08,0.3772,low,recent downtime
2024-09-02,DMP-02,dumper,8,18.0089,0.0,0.3596,0.0,0.2133,0.5729,low,recent downtime
2024-09-02,DMP-03,dumper,12,23.6161,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2024-09-02,DRL-01,drill,6,21.5893,0.0,0.4,0.0,0.16,0.56,low,recent downtime
2024-09-02,DRL-02,drill,11,20.25,0.0,0.4,0.0,0.2933,0.6933,medium,recent downtime
2024-09-02,LDR-01,loader,4,16.5268,0.0,0.33,0.0,0.1067,0.4367,low,recent downtime
2024-09-02,LDR-02,loader,9,28.1875,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2024-09-02,LDR-03,loader,13,26.7321,2.0,0.4,0.2,0.3467,0.9467,high,recent downtime
2024-09-09,DMP-01,dumper,3,14.9643,0.0,0.2988,0.0,0.08,0.3788,low,recent downtime
2024-09-09,DMP-02,dumper,8,18.2321,0.0,0.3641,0.0,0.2133,0.5774,low,recent downtime
2024-09-09,DMP-03,dumper,12,23.7321,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2024-09-09,DRL-01,drill,6,19.4286,0.0,0.3879,0.0,0.16,0.5479,low,recent downtime
2024-09-09,DRL-02,drill,11,19.7768,0.0,0.3949,0.0,0.2933,0.6882,medium,recent downtime
2024-09-09,LDR-01,loader,4,15.2946,0.0,0.3054,0.0,0.1067,0.4121,low,recent downtime
2024-09-09,LDR-02,loader,9,29.1429,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2024-09-09,LDR-03,loader,13,21.4375,1.0,0.4,0.1,0.3467,0.8467,high,recent downtime
2024-09-16,DMP-01,dumper,3,12.9643,0.0,0.2589,0.0,0.08,0.3389,low,recent downtime
2024-09-16,DMP-02,dumper,8,16.4107,0.0,0.3277,0.0,0.2133,0.541,low,recent downtime
2024-09-16,DMP-03,dumper,12,22.2589,1.0,0.4,0.1,0.32,0.82,high,recent downtime
2024-09-16,DRL-01,drill,6,18.6607,0.0,0.3726,0.0,0.16,0.5326,low,recent downtime
2024-09-16,DRL-02,drill,11,19.6071,0.0,0.3915,0.0,0.2933,0.6848,medium,recent downtime
2024-09-16,LDR-01,loader,4,14.6429,0.0,0.2924,0.0,0.1067,0.3991,low,recent downtime
2024-09-16,LDR-02,loader,9,28.5357,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2024-09-16,LDR-03,loader,13,20.5357,1.0,0.4,0.1,0.3467,0.8467,high,recent downtime
2024-09-23,DMP-01,dumper,3,12.0804,0.0,0.2412,0.0,0.08,0.3212,low,recent downtime
2024-09-23,DMP-02,dumper,8,13.9464,0.0,0.2785,0.0,0.2133,0.4918,low,recent downtime
2024-09-23,DMP-03,dumper,12,16.8036,0.0,0.3355,0.0,0.32,0.6555,medium,recent downtime
2024-09-23,DRL-01,drill,6,16.3661,0.0,0.3268,0.0,0.16,0.4868,low,recent downtime
2024-09-23,DRL-02,drill,11,22.1161,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2024-09-23,LDR-01,loader,4,13.7143,0.0,0.2738,0.0,0.1067,0.3805,low,recent downtime
2024-09-23,LDR-02,loader,9,23.4375,1.0,0.4,0.1,0.24,0.74,medium,recent downtime
2024-09-23,LDR-03,loader,13,19.8929,1.0,0.3972,0.1,0.3467,0.8439,high,recent downtime
2024-09-30,DMP-01,dumper,3,11.1607,0.0,0.2229,0.0,0.08,0.3029,low,recent downtime
2024-09-30,DMP-02,dumper,8,14.7054,0.0,0.2936,0.0,0.2133,0.507,low,recent downtime
2024-09-30,DMP-03,dumper,12,15.7946,0.0,0.3154,0.0,0.32,0.6354,medium,machine age
2024-09-30,DRL-01,drill,6,16.3929,0.0,0.3273,0.0,0.16,0.4873,low,recent downtime
2024-09-30,DRL-02,drill,11,21.3929,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2024-09-30,LDR-01,loader,4,12.7321,0.0,0.2542,0.0,0.1067,0.3609,low,recent downtime
2024-09-30,LDR-02,loader,9,22.8839,1.0,0.4,0.1,0.24,0.74,medium,recent downtime
2024-09-30,LDR-03,loader,13,19.9375,1.0,0.3981,0.1,0.3467,0.8448,high,recent downtime
2024-10-07,DMP-01,dumper,3,9.9196,0.0,0.1981,0.0,0.08,0.2781,low,recent downtime
2024-10-07,DMP-02,dumper,8,14.5625,0.0,0.2908,0.0,0.2133,0.5041,low,recent downtime
2024-10-07,DMP-03,dumper,12,16.2768,0.0,0.325,0.0,0.32,0.645,medium,recent downtime
2024-10-07,DRL-01,drill,6,15.9018,0.0,0.3175,0.0,0.16,0.4775,low,recent downtime
2024-10-07,DRL-02,drill,11,20.8571,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2024-10-07,LDR-01,loader,4,10.1161,0.0,0.202,0.0,0.1067,0.3087,low,recent downtime
2024-10-07,LDR-02,loader,9,21.9732,1.0,0.4,0.1,0.24,0.74,medium,recent downtime
2024-10-07,LDR-03,loader,13,21.2143,1.0,0.4,0.1,0.3467,0.8467,high,recent downtime
2024-10-14,DMP-01,dumper,3,9.0804,0.0,0.1813,0.0,0.08,0.2613,low,recent downtime
2024-10-14,DMP-02,dumper,8,12.9821,0.0,0.2592,0.0,0.2133,0.4726,low,recent downtime
2024-10-14,DMP-03,dumper,12,15.3839,0.0,0.3072,0.0,0.32,0.6272,medium,machine age
2024-10-14,DRL-01,drill,6,14.3929,0.0,0.2874,0.0,0.16,0.4474,low,recent downtime
2024-10-14,DRL-02,drill,11,20.0179,1.0,0.3997,0.1,0.2933,0.793,high,recent downtime
2024-10-14,LDR-01,loader,4,10.7589,0.0,0.2148,0.0,0.1067,0.3215,low,recent downtime
2024-10-14,LDR-02,loader,9,15.7857,0.0,0.3152,0.0,0.24,0.5552,low,recent downtime
2024-10-14,LDR-03,loader,13,19.6161,1.0,0.3917,0.1,0.3467,0.8384,high,recent downtime
2024-10-21,DMP-01,dumper,3,14.1786,1.0,0.2831,0.1,0.08,0.4631,low,recent downtime
2024-10-21,DMP-02,dumper,8,10.8839,0.0,0.2173,0.0,0.2133,0.4307,low,recent downtime
2024-10-21,DMP-03,dumper,12,14.5893,0.0,0.2913,0.0,0.32,0.6113,medium,machine age
2024-10-21,DRL-01,drill,6,15.9821,0.0,0.3191,0.0,0.16,0.4791,low,recent downtime
2024-10-21,DRL-02,drill,11,18.8304,1.0,0.376,0.1,0.2933,0.7693,medium,recent downtime
2024-10-21,LDR-01,loader,4,10.0,0.0,0.1997,0.0,0.1067,0.3063,low,recent downtime
2024-10-21,LDR-02,loader,9,14.9375,0.0,0.2983,0.0,0.24,0.5383,low,recent downtime
2024-10-21,LDR-03,loader,13,14.25,0.0,0.2845,0.0,0.3467,0.6312,medium,machine age
2024-10-28,DMP-01,dumper,3,13.2857,1.0,0.2653,0.1,0.08,0.4453,low,recent downtime
2024-10-28,DMP-02,dumper,8,10.4911,0.0,0.2095,0.0,0.2133,0.4228,low,machine age
2024-10-28,DMP-03,dumper,12,13.2946,0.0,0.2655,0.0,0.32,0.5855,low,machine age
2024-10-28,DRL-01,drill,6,13.5893,0.0,0.2713,0.0,0.16,0.4313,low,recent downtime
2024-10-28,DRL-02,drill,11,17.2054,1.0,0.3436,0.1,0.2933,0.7369,medium,recent downtime
2024-10-28,LDR-01,loader,4,9.9375,0.0,0.1984,0.0,0.1067,0.3051,low,recent downtime
2024-10-28,LDR-02,loader,9,14.4821,0.0,0.2892,0.0,0.24,0.5292,low,recent downtime
2024-10-28,LDR-03,loader,13,15.4375,0.0,0.3083,0.0,0.3467,0.6549,medium,machine age
2024-11-04,DMP-01,dumper,3,12.3125,1.0,0.2459,0.1,0.08,0.4259,low,recent downtime
2024-11-04,DMP-02,dumper,8,8.375,0.0,0.1672,0.0,0.2133,0.3806,low,machine age
2024-11-04,DMP-03,dumper,12,13.4018,0.0,0.2676,0.0,0.32,0.5876,low,machine age
2024-11-04,DRL-01,drill,6,12.5893,0.0,0.2514,0.0,0.16,0.4114,low,recent downtime
2024-11-04,DRL-02,drill,11,17.3214,1.0,0.3459,0.1,0.2933,0.7392,medium,recent downtime
2024-11-04,LDR-01,loader,4,8.9018,0.0,0.1778,0.0,0.1067,0.2844,low,recent downtime
2024-11-04,LDR-02,loader,9,13.0625,0.0,0.2608,0.0,0.24,0.5008,low,recent downtime
2024-11-04,LDR-03,loader,13,14.4643,0.0,0.2888,0.0,0.3467,0.6355,medium,machine age
2024-11-11,DMP-01,dumper,3,13.0,1.0,0.2596,0.1,0.08,0.4396,low,recent downtime
2024-11-11,DMP-02,dumper,8,8.3482,0.0,0.1667,0.0,0.2133,0.38,low,machine age
2024-11-11,DMP-03,dumper,12,11.875,0.0,0.2371,0.0,0.32,0.5571,low,machine age
2024-11-11,DRL-01,drill,6,11.3393,0.0,0.2264,0.0,0.16,0.3864,low,recent downtime
2024-11-11,DRL-02,drill,11,15.6964,1.0,0.3134,0.1,0.2933,0.7068,medium,recent downtime
2024-11-11,LDR-01,loader,4,8.4911,0.0,0.1695,0.0,0.1067,0.2762,low,recent downtime
2024-11-11,LDR-02,loader,9,13.125,0.0,0.2621,0.0,0.24,0.5021,low,recent downtime
2024-11-11,LDR-03,loader,13,14.0,0.0,0.2796,0.0,0.3467,0.6262,medium,machine age
