elevation_m,lat,lon,lst_mean_c,ndvi_median,ndvi_std,rain_mm_per_year,sar_vh_mean_db,sar_vv_mean_db,slope_deg,zone_id,dist_to_mine_km
300.4936,21.805,80.155,30.9854,0.3075,0.0971,1539.6273,-16.741,-8.6287,1.9066,r15_c10,3.656
304.2195,21.805,80.165,30.2934,0.406,0.1213,1540.8767,-16.1575,-9.0539,2.3655,r15_c11,2.64
304.8067,21.805,80.175,30.1931,0.4165,0.1109,1540.8776,-15.694,-8.6463,1.626,r15_c12,1.645
307.0877,21.805,80.185,30.6098,0.2927,0.088,1540.878,-16.4673,-7.2808,1.6388,r15_c13,0.759
305.5633,21.805,80.195,30.837,0.2717,0.0616,1541.5606,-15.5285,-5.3167,1.2939,r15_c14,0.759
306.6996,21.805,80.205,30.7024,0.279,0.0678,1573.7735,-15.6486,-7.4322,1.2973,r15_c15,1.645
303.6776,21.805,80.215,30.0089,0.407,0.1335,1573.7733,-16.878,-9.6303,1.0733,r15_c16,2.64
303.6579,21.805,80.225,29.1819,0.3779,0.1769,1573.7735,-17.6413,-10.2608,0.952,r15_c17,3.656
302.4191,21.805,80.235,28.9601,0.3868,0.1476,1573.7735,-17.1338,-9.4839,1.0955,r15_c18,4.679
301.2264,21.805,80.245,29.1308,0.4044,0.1373,1573.7736,-16.9546,-9.642,1.3135,r15_c19,5.705
299.624,21.805,80.255,29.3217,0.4174,0.1265,1583.909,-16.7528,-9.642,1.1326,r15_c20,6.734
301.9937,21.805,80.265,29.4764,0.3944,0.1237,1584.0049,-16.833,-9.8675,1.2665,r15_c21,7.763
306.0492,21.805,80.275,29.5795,0.4116,0.1214,1584.005,-16.6133,-9.7922,1.1604,r15_c22,8.793
316.8641,21.805,80.285,29.2789,0.4602,0.114,1584.0059,-16.2579,-9.292,1.2192,r15_c23,9.824
365.2958,21.805,80.295,28.5215,0.5318,0.1169,1584.0058,-16.239,-9.5865,9.2798,r15_c24,10.855
440.6724,21.805,80.305,27.7477,0.5877,0.1232,1804.557,-15.8247,-9.329,14.5459,r15_c25,11.886
519.6938,21.805,80.315,27.1319,0.6902,0.1217,1813.7889,-14.7962,-8.4606,17.9264,r15_c26,12.917
610.0473,21.805,80.325,26.6994,0.6888,0.1173,1813.7889,-15.023,-8.6931,17.4885,r15_c27,13.949
699.368,21.805,80.335,26.4175,0.7017,0.1101,1813.7908,-14.4569,-7.948,9.064,r15_c28,14.98
707.0826,21.805,80.345,26.3985,0.7009,0.1111,1811.849,-14.0978,-7.525,7.4845,r15_c29,16.012
305.3872,21.815,80.055,30.4576,0.4169,0.126,1495.641,-16.2804,-9.2006,1.0253,r16_c00,14.037
306.625,21.815,80.065,30.1097,0.4085,0.1241,1495.641,-16.5167,-9.532,1.3669,r16_c01,13.012
312.4027,21.815,80.075,29.7855,0.4313,0.115,1495.641,-16.5081,-9.5529,1.5355,r16_c02,11.989
318.6964,21.815,80.085,29.5462,0.4974,0.0975,1495.641,-15.8704,-9.381,1.4928,r16_c03,10.968
317.6971,21.815,80.095,29.5472,0.4579,0.1134,1495.641,-16.3542,-9.5376,1.3699,r16_c04,9.948
318.9989,21.815,80.105,29.9987,0.3453,0.1232,1509.041,-17.8416,-10.0277,1.5978,r16_c05,8.932
322.2082,21.815,80.115,30.6664,0.2877,0.1178,1509.1453,-18.6303,-11.2534,1.4658,r16_c06,7.92
324.5243,21.815,80.125,30.9412,0.3192,0.112,1509.1453,-17.7144,-10.4766,2.7817,r16_c07,6.915
317.3234,21.815,80.135,31.0486,0.3103,0.1082,1509.1453,-17.6707,-10.2703,1.6531,r16_c08,5.918
312.797,21.815,80.145,31.2264,0.3353,0.1094,1509.1453,-16.8237,-9.1029,1.7034,r16_c09,4.936
305.4522,21.815,80.155,30.8566,0.3998,0.1169,1540.3248,-15.7838,-8.7463,1.9328,r16_c10,3.98
310.3156,21.815,80.165,30.2121,0.4753,0.1134,1541.5702,-16.0709,-9.262,2.526,r16_c11,3.073
315.4746,21.815,80.175,30.2304,0.4128,0.0781,1541.5702,-15.0633,-7.7606,2.1315,r16_c12,2.276
315.9451,21.815,80.185,30.736,0.2554,0.0443,1541.5702,-14.7378,-5.5713,1.4463,r16_c13,1.746
310.5941,21.815,80.195,30.9533,0.2398,0.0474,1542.2526,-14.3942,-5.4169,1.4196,r16_c14,1.746
305.1742,21.815,80.205,30.5099,0.3834,0.1002,1574.4482,-16.2339,-8.609,1.1561,r16_c15,2.276
304.669,21.815,80.215,29.7532,0.4089,0.1511,1574.4482,-17.1069,-9.9515,0.84,r16_c16,3.073
303.6983,21.815,80.225,29.1055,0.4041,0.1613,1574.4482,-17.1047,-9.8802,0.968,r16_c17,3.98
303.1194,21.815,80.235,29.1016,0.392,0.1532,1574.4482,-17.3913,-10.083,0.9283,r16_c18,4.936
300.237,21.815,80.245,29.4666,0.3881,0.1189,1574.4482,-17.1946,-9.8316,1.1078,r16_c19,5.918
300.7281,21.815,80.255,29.6756,0.3937,0.1256,1582.9934,-16.9818,-9.9375,1.2021,r16_c20,6.915
304.9355,21.815,80.265,29.6626,0.3805,0.1415,1583.0756,-17.3049,-9.9911,1.2056,r16_c21,7.92
312.7817,21.815,80.275,29.5903,0.4581,0.1184,1583.0756,-16.2808,-9.4926,3.2535,r16_c22,8.932
317.6481,21.815,80.285,29.4511,0.4675,0.12,1583.0756,-16.1606,-9.2884,2.0784,r16_c23,9.948
350.592,21.815,80.295,28.9277,0.6372,0.1217,1583.0756,-14.7127,-8.1045,7.4923,r16_c24,10.968
374.8888,21.815,80.305,28.3229,0.6391,0.1223,1807.3225,-15.1489,-8.7096,10.1978,r16_c25,11.989
479.9985,21.815,80.315,27.5011,0.6906,0.1256,1816.7059,-15.4334,-9.1983,13.5701,r16_c26,13.012
625.0091,21.815,80.325,26.773,0.7155,0.108,1816.7059,-14.8398,-8.4836,10.6127,r16_c27,14.037
648.3855,21.815,80.335,26.4187,0.7042,0.106,1816.7059,-13.965,-7.2661,4.9585,r16_c28,15.062
668.7049,21.815,80.345,26.3215,0.7106,0.111,1814.667,-14.4569,-7.8629,6.0845,r16_c29,16.089
308.8422,21.825,80.055,30.4456,0.4104,0.1277,1495.641,-16.3686,-8.894,1.3168,r17_c00,14.211
305.8966,21.825,80.065,30.1454,0.4097,0.1293,1495.641,-16.4266,-9.309,1.0601,r17_c01,13.2
306.9243,21.825,80.075,29.8554,0.4022,0.1368,1495.641,-16.5361,-9.2418,1.204,r17_c02,12.193
312.657,21.825,80.085,29.5097,0.4195,0.1258,1495.641,-16.5954,-9.7588,1.7732,r17_c03,11.19
313.7979,21.825,80.095,29.3163,0.422,0.1324,1495.641,-16.432,-9.6861,1.4016,r17_c04,10.194
319.1791,21.825,80.105,29.5605,0.3978,0.1196,1509.0409,-16.9163,-9.8119,1.6644,r17_c05,9.205
324.0687,21.825,80.115,30.1236,0.3194,0.1118,1509.1453,-17.4199,-10.0542,1.9913,r17_c06,8.226
317.5555,21.825,80.125,30.4623,0.3674,0.1211,1509.1453,-17.0858,-10.0713,1.2683,r17_c07,7.263
312.2656,21.825,80.135,30.4586,0.3727,0.1181,1509.1453,-17.0212,-9.8315,1.1821,r17_c08,6.322
308.7965,21.825,80.145,30.7947,0.3668,0.1256,1509.1453,-17.2816,-10.2594,1.4507,r17_c09,5.414
303.8914,21.825,80.155,31.0559,0.3254,0.1039,1540.3264,-17.2103,-10.0296,2.132,r17_c10,4.559
301.5676,21.825,80.165,30.9899,0.3115,0.1041,1541.5702,-18.416,-11.1043,2.6188,r17_c11,3.793
308.9846,21.825,80.175,31.0285,0.3001,0.0691,1541.5702,-16.4878,-8.1678,1.4326,r17_c12,3.182
309.5117,21.825,80.185,31.07,0.2712,0.054,1541.5702,-15.7925,-7.3921,1.2854,r17_c13,2.827
306.8398,21.825,80.195,30.7774,0.3543,0.0767,1542.2528,-16.2579,-8.7145,1.2702,r17_c14,2.827
305.3448,21.825,80.205,30.2587,0.3617,0.0907,1574.4482,-15.9741,-8.7655,1.0544,r17_c15,3.182
304.1109,21.825,80.215,29.8513,0.3741,0.1125,1574.4482,-16.5625,-8.8106,1.0765,r17_c16,3.793
302.8616,21.825,80.225,29.5237,0.4024,0.1288,1574.4482,-16.8493,-9.6448,1.1127,r17_c17,4.559
301.733,21.825,80.235,29.3977,0.4278,0.1256,1574.4482,-16.4947,-9.4077,0.9784,r17_c18,5.414
301.4838,21.825,80.245,29.5351,0.3923,0.109,1574.4482,-16.5758,-9.2812,1.1898,r17_c19,6.322
302.9252,21.825,80.255,29.745,0.3638,0.1479,1582.9937,-17.2644,-10.0756,0.9538,r17_c20,7.263
306.5514,21.825,80.265,29.8045,0.3838,0.1142,1583.0756,-16.6941,-9.7417,1.8695,r17_c21,8.226
320.7966,21.825,80.275,29.6776,0.5617,0.1135,1583.0756,-15.2448,-8.5422,3.7667,r17_c22,9.205
313.8648,21.825,80.285,29.6209,0.4255,0.1255,1583.0756,-16.3145,-9.1251,1.6574,r17_c23,10.194
319.1499,21.825,80.295,29.4523,0.443,0.1135,1583.0756,-16.1945,-9.2934,2.2097,r17_c24,11.19
326.3259,21.825,80.305,29.1018,0.4259,0.1212,1807.3193,-16.3671,-9.5504,2.3267,r17_c25,12.193
405.976,21.825,80.315,28.1324,0.6458,0.1293,1816.7059,-15.7158,-9.2416,12.1347,r17_c26,13.2
560.0743,21.825,80.325,27.076,0.7015,0.1198,1816.7059,-15.1843,-8.689,10.5232,r17_c27,14.211
628.0538,21.825,80.335,26.6138,0.7061,0.1045,1816.7059,-14.3713,-7.7133,3.7754,r17_c28,15.225
647.2573,21.825,80.345,26.6458,0.7131,0.1095,1814.6697,-14.1048,-7.4532,6.6781,r17_c29,16.241
312.13,21.835,80.055,30.4056,0.4226,0.1181,1495.641,-16.5495,-9.5541,1.3399,r18_c00,14.469
311.6368,21.835,80.065,30.1194,0.4265,0.1327,1495.641,-16.4126,-9.3296,1.3474,r18_c01,13.478
310.1392,21.835,80.075,29.837,0.4383,0.1327,1495.641,-16.1904,-9.1286,1.3213,r18_c02,12.493
312.9155,21.835,80.085,29.5095,0.4474,0.1298,1495.641,-16.3598,-9.3146,1.6183,r18_c03,11.517
313.8195,21.835,80.095,29.3866,0.4205,0.1256,1495.641,-16.6259,-9.8228,1.2843,r18_c04,10.551
322.6243,21.835,80.105,29.6435,0.5255,0.1164,1509.041,-16.0944,-9.395,1.6181,r18_c05,9.599
323.3933,21.835,80.115,30.0515,0.3469,0.1167,1509.1453,-18.0633,-10.8313,1.7337,r18_c06,8.665
318.7432,21.835,80.125,30.1622,0.3918,0.1232,1509.1453,-17.1283,-9.9276,1.532,r18_c07,7.757
313.619,21.835,80.135,30.0307,0.4374,0.1281,1509.1453,-16.3936,-9.3843,1.2015,r18_c08,6.883
311.6361,21.835,80.145,30.4567,0.3509,0.1169,1509.1453,-17.3445,-10.0689,1.5596,r18_c09,6.06
310.3092,21.835,80.155,30.8433,0.2956,0.1105,1540.3258,-17.509,-9.4567,1.623,r18_c10,5.31
302.1572,21.835,80.165,31.1785,0.3051,0.0987,1541.5702,-18.6471,-10.9311,1.7354,r18_c11,4.67
301.9631,21.835,80.175,31.0052,0.352,0.1152,1541.5702,-18.2434,-10.9597,1.7683,r18_c12,4.189
307.838,21.835,80.185,30.5753,0.3468,0.1028,1541.5702,-16.9379,-9.3399,1.0001,r18_c13,3.926
306.5192,21.835,80.195,30.1408,0.3986,0.1245,1542.2526,-17.0859,-9.9729,0.9269,r18_c14,3.926
306.1688,21.835,80.205,29.6642,0.4108,0.1503,1574.4482,-16.985,-9.7188,0.9142,r18_c15,4.189
304.3763,21.835,80.215,29.467,0.4154,0.1204,1574.4482,-16.3198,-9.2747,1.1797,r18_c16,4.67
308.6725,21.835,80.225,29.5865,0.3486,0.1138,1574.4482,-16.2701,-9.079,2.7748,r18_c17,5.31
304.388,21.835,80.235,29.7118,0.3571,0.1395,1574.4482,-17.2458,-9.9816,0.9937,r18_c18,6.06
303.5339,21.835,80.245,29.7236,0.3792,0.109,1574.4482,-16.7489,-9.575,1.188,r18_c19,6.883
304.3904,21.835,80.255,29.8347,0.3881,0.1339,1582.9937,-17.1056,-10.1826,0.9241,r18_c20,7.757
305.5615,21.835,80.265,29.862,0.4054,0.1212,1583.0756,-16.4194,-9.5089,1.2478,r18_c21,8.665
308.7594,21.835,80.275,29.9286,0.3928,0.1218,1583.0756,-16.6798,-9.7615,1.2331,r18_c22,9.599
317.0041,21.835,80.285,29.8844,0.4009,0.122,1583.0756,-16.8033,-9.7256,2.6495,r18_c23,10.551
325.3141,21.835,80.295,29.5349,0.4679,0.1167,1583.0756,-16.1904,-9.2059,3.7488,r18_c24,11.517
382.0795,21.835,80.305,28.8912,0.6058,0.1208,1807.3225,-15.1931,-8.6097,11.5266,r18_c25,12.493
436.418,21.835,80.315,27.9644,0.6715,0.1262,1816.7059,-15.1955,-8.7262,15.4581,r18_c26,13.478
577.3317,21.835,80.325,27.097,0.7142,0.1089,1816.7059,-14.7747,-8.2426,8.5903,r18_c27,14.469
606.6804,21.835,80.335,26.6894,0.7058,0.098,1816.7059,-14.1754,-7.5341,3.5372,r18_c28,15.466
608.1761,21.835,80.345,26.8174,0.6689,0.1053,1814.667,-14.344,-7.5825,4.1759,r18_c29,16.467
316.5065,21.845,80.055,30.3601,0.4456,0.1161,1495.9866,-16.3505,-9.4758,1.3955,r19_c00,14.807
317.4104,21.845,80.065,30.2721,0.3632,0.1185,1495.9862,-17.6996,-10.5136,1.6087,r19_c01,13.84
313.6566,21.845,80.075,30.2908,0.3618,0.1177,1495.9867,-17.2402,-10.0518,1.5195,r19_c02,12.883
317.2546,21.845,80.085,29.9958,0.4822,0.1274,1495.9862,-16.2651,-9.4899,1.5917,r19_c03,11.938
321.3268,21.845,80.095,30.027,0.3931,0.1189,1495.9866,-16.94,-10.2913,1.7965,r19_c04,11.009
322.7933,21.845,80.105,30.3398,0.4299,0.1235,1509.4937,-16.631,-9.9813,1.4545,r19_c05,10.101
323.3818,21.845,80.115,30.3281,0.4089,0.1157,1509.5986,-16.9258,-9.991,1.7639,r19_c06,9.218
317.9027,21.845,80.125,30.0847,0.3882,0.1198,1509.5993,-16.8684,-9.5348,1.7993,r19_c07,8.37
318.9453,21.845,80.135,30.1027,0.3461,0.1212,1509.5986,-17.3808,-9.7926,1.4952,r19_c08,7.568
314.6319,21.845,80.145,30.2146,0.3361,0.1155,1509.5991,-17.1321,-9.5925,1.2748,r19_c09,6.828
310.2351,21.845,80.155,30.2304,0.3974,0.1209,1540.852,-16.7079,-9.6427,1.1248,r19_c10,6.172
301.7711,21.845,80.165,30.2813,0.3467,0.1044,1542.1,-17.8952,-10.8489,2.3516,r19_c11,5.63
306.2187,21.845,80.175,30.0157,0.4212,0.1314,1542.0993,-16.7659,-9.4803,1.3711,r19_c12,5.238
308.1052,21.845,80.185,29.6252,0.4008,0.1379,1542.0994,-16.787,-9.4565,0.9785,r19_c13,5.03
307.5525,21.845,80.195,29.4493,0.379,0.1331,1542.8082,-17.2216,-9.933,0.8481,r19_c14,5.03
307.1822,21.845,80.205,29.1796,0.3955,0.147,1576.2429,-17.2388,-9.9322,0.848,r19_c15,5.238
305.8286,21.845,80.215,29.0781,0.3885,0.1618,1576.2454,-17.09,-9.9252,0.977,r19_c16,5.63
314.553,21.845,80.225,29.3693,0.4101,0.1199,1576.2429,-15.9173,-9.0264,3.3945,r19_c17,6.172
319.0695,21.845,80.235,29.9111,0.3703,0.0751,1576.2449,-14.7966,-7.5051,3.1671,r19_c18,6.828
306.2448,21.845,80.245,30.2622,0.3523,0.1053,1576.2449,-16.8283,-9.8411,1.5535,r19_c19,7.568
306.88,21.845,80.255,30.1882,0.354,0.1405,1584.769,-17.8023,-10.888,1.0067,r19_c20,8.37
308.3743,21.845,80.265,29.8267,0.3877,0.16,1584.8515,-17.1888,-10.1467,1.13,r19_c21,9.218
309.321,21.845,80.275,29.695,0.4339,0.1224,1584.8495,-16.1905,-9.4647,1.3548,r19_c22,10.101
317.008,21.845,80.285,29.4963,0.5309,0.1247,1584.8514,-15.5876,-8.8636,2.2609,r19_c23,11.009
327.7992,21.845,80.295,28.9991,0.6248,0.1265,1584.8495,-14.5064,-7.635,3.5453,r19_c24,11.938
411.9885,21.845,80.305,28.3025,0.6373,0.1121,1805.6757,-16.1119,-9.8089,14.6453,r19_c25,12.883
524.8927,21.845,80.315,27.5929,0.6894,0.1168,1814.9159,-14.5411,-8.2726,14.4459,r19_c26,13.84
579.9947,21.845,80.325,27.1043,0.707,0.1189,1814.9179,-14.2234,-7.8088,9.3523,r19_c27,14.807
577.2144,21.845,80.335,26.8711,0.6924,0.1076,1814.9154,-14.3952,-7.7692,8.7208,r19_c28,15.782
595.0818,21.845,80.345,26.9159,0.6868,0.1077,1812.8871,-14.6338,-7.885,5.5381,r19_c29,16.764
323.4793,21.855,80.055,30.6281,0.4284,0.1235,1508.0684,-16.4606,-9.2494,1.528,r20_c00,15.218
322.0379,21.855,80.065,30.7334,0.3737,0.1152,1508.0684,-16.7282,-9.3867,1.5027,r20_c01,14.279
319.2223,21.855,80.075,30.8968,0.3363,0.1164,1508.0684,-18.1046,-10.8375,1.6055,r20_c02,13.353
318.7069,21.855,80.085,30.7734,0.3694,0.117,1508.0684,-17.5457,-10.4055,1.5353,r20_c03,12.445
322.6422,21.855,80.095,30.7335,0.3015,0.114,1508.0684,-18.4103,-11.4466,1.6764,r20_c04,11.557
320.7597,21.855,80.105,30.8527,0.3451,0.1181,1525.33,-17.3183,-10.6541,1.731,r20_c05,10.695
318.5378,21.855,80.115,30.5516,0.3635,0.1142,1525.4644,-17.4545,-10.4676,1.8244,r20_c06,9.866
313.3734,21.855,80.125,30.2274,0.4362,0.1108,1525.4644,-16.573,-9.7201,2.0132,r20_c07,9.079
317.0647,21.855,80.135,30.1674,0.3715,0.1245,1525.4644,-17.4154,-10.2803,1.5141,r20_c08,8.345
313.6605,21.855,80.145,30.1293,0.3946,0.1242,1525.4644,-17.0583,-10.0604,1.2833,r20_c09,7.68
309.3574,21.855,80.155,29.958,0.3886,0.1123,1559.2643,-16.7322,-9.6804,1.3787,r20_c10,7.103
301.9662,21.855,80.165,29.8048,0.4576,0.1233,1560.6137,-15.7498,-8.6431,1.6926,r20_c11,6.638
300.141,21.855,80.175,29.6307,0.4065,0.106,1560.6137,-17.155,-9.7938,2.2164,r20_c12,6.309
307.3148,21.855,80.185,29.4723,0.4028,0.1236,1560.6137,-16.6028,-9.2765,1.298,r20_c13,6.137
308.2072,21.855,80.195,29.3001,0.3756,0.1419,1562.2422,-17.3454,-9.8871,0.8477,r20_c14,6.137
307.5593,21.855,80.205,29.1622,0.3918,0.1544,1639.0509,-17.1848,-9.8301,0.9622,r20_c15,6.309
306.409,21.855,80.215,29.3059,0.4058,0.1218,1639.0509,-16.6487,-9.4153,1.1296,r20_c16,6.638
310.113,21.855,80.225,29.6777,0.3444,0.1176,1639.0509,-16.7084,-9.3647,2.5815,r20_c17,7.103
356.9446,21.855,80.235,30.0688,0.4679,0.1192,1639.0509,-15.209,-8.3147,9.5737,r20_c18,7.68
310.9928,21.855,80.245,30.3552,0.299,0.0964,1639.0509,-18.284,-10.9597,1.3556,r20_c19,8.345
309.3775,21.855,80.255,30.2991,0.3593,0.1105,1646.855,-17.0818,-9.9159,1.2744,r20_c20,9.079
311.2353,21.855,80.265,29.899,0.4069,0.1135,1646.9301,-17.0714,-10.2803,1.4156,r20_c21,9.866
311.1861,21.855,80.275,29.6049,0.4568,0.1048,1646.9301,-15.8629,-9.1533,1.7144,r20_c22,10.695
313.989,21.855,80.285,29.4471,0.5235,0.1246,1646.9301,-15.42,-8.887,1.7849,r20_c23,11.557
318.6336,21.855,80.295,29.2774,0.5315,0.1191,1646.9301,-15.3669,-8.7145,1.7358,r20_c24,12.445
323.061,21.855,80.305,28.9817,0.4528,0.1249,1748.1093,-16.2664,-9.6029,2.5397,r20_c25,13.353
358.3034,21.855,80.315,28.4588,0.5503,0.1238,1752.3444,-16.3861,-9.9523,9.1219,r20_c26,14.279
418.8114,21.855,80.325,27.694,0.6747,0.1128,1752.3444,-14.6924,-8.2144,17.8278,r20_c27,15.218
514.8358,21.855,80.335,27.1511,0.6691,0.138,1752.3444,-14.9949,-8.3386,15.9237,r20_c28,16.169
587.6312,21.855,80.345,27.1354,0.6996,0.1108,1750.6208,-14.5761,-7.7917,5.2185,r20_c29,17.129
327.4134,21.865,80.055,30.8959,0.371,0.1159,1508.0684,-17.0651,-9.8155,1.5303,r21_c00,15.698
327.7512,21.865,80.065,30.924,0.3285,0.1156,1508.0684,-18.2599,-10.8468,1.8509,r21_c01,14.789
323.6963,21.865,80.075,30.8811,0.2954,0.1181,1508.0684,-19.0101,-11.3697,1.9032,r21_c02,13.898
320.9992,21.865,80.085,30.5518,0.3874,0.1204,1508.0684,-17.2399,-10.2415,1.1531,r21_c03,13.027
318.0817,21.865,80.095,30.5052,0.3625,0.115,1508.0684,-17.3612,-10.4219,1.2925,r21_c04,12.182
313.9095,21.865,80.105,30.5747,0.3395,0.1107,1525.33,-17.5095,-10.6292,1.4884,r21_c05,11.367
310.3169,21.865,80.115,30.4264,0.4066,0.1199,1525.4644,-16.9849,-10.0172,1.455,r21_c06,10.591
308.802,21.865,80.125,30.2535,0.4397,0.111,1525.4644,-16.5291,-9.647,1.4527,r21_c07,9.862
309.5192,21.865,80.135,30.1766,0.3794,0.1108,1525.4644,-17.4465,-10.2809,2.0736,r21_c08,9.191
314.0457,21.865,80.145,29.9984,0.3983,0.1117,1525.4644,-17.1246,-10.1657,2.0635,r21_c09,8.592
311.2031,21.865,80.155,29.7413,0.3788,0.1142,1559.2647,-16.9923,-9.922,1.755,r21_c10,8.08
302.6501,21.865,80.165,29.5726,0.4698,0.1228,1560.6137,-15.8689,-8.5703,1.9236,r21_c11,7.675
302.5993,21.865,80.175,29.6568,0.3913,0.1141,1560.6137,-16.9384,-9.6396,2.1244,r21_c12,7.392
307.9993,21.865,80.185,29.7501,0.3807,0.1313,1560.6137,-17.2151,-9.9089,1.1512,r21_c13,7.246
308.5639,21.865,80.195,29.473,0.3581,0.1644,1562.2417,-17.6546,-10.2766,0.8167,r21_c14,7.246
307.7367,21.865,80.205,29.336,0.3819,0.1311,1639.0509,-17.0388,-9.6721,1.059,r21_c15,7.392
309.6157,21.865,80.215,29.574,0.3742,0.1201,1639.0509,-16.9587,-9.5699,1.2987,r21_c16,7.675
313.1813,21.865,80.225,29.7816,0.3487,0.1264,1639.0509,-18.2024,-11.194,2.3063,r21_c17,8.08
403.1182,21.865,80.235,29.6984,0.5772,0.1395,1639.0509,-14.8945,-8.2485,17.1231,r21_c18,8.592
326.9643,21.865,80.245,29.7057,0.4386,0.1208,1639.0509,-15.9808,-9.0678,4.3813,r21_c19,9.191
312.7159,21.865,80.255,29.9307,0.3511,0.1122,1646.8553,-17.4822,-10.5215,1.5078,r21_c20,9.862
313.111,21.865,80.265,29.9303,0.3842,0.1114,1646.9301,-17.03,-9.9467,1.1052,r21_c21,10.591
315.102,21.865,80.275,29.5981,0.4166,0.1123,1646.9301,-16.341,-9.4423,1.6494,r21_c22,11.367
316.1807,21.865,80.285,29.4452,0.4774,0.1155,1646.9301,-15.9205,-9.3705,2.0002,r21_c23,12.182
321.0043,21.865,80.295,29.2261,0.5626,0.123,1646.9301,-15.0713,-8.3823,1.4435,r21_c24,13.027
331.1325,21.865,80.305,28.6566,0.6446,0.1145,1748.1106,-14.667,-8.0083,3.6606,r21_c25,13.898
391.0659,21.865,80.315,28.1582,0.6427,0.1322,1752.3444,-15.0122,-8.5403,11.9861,r21_c26,14.789
525.212,21.865,80.325,27.6348,0.6549,0.1453,1752.3444,-14.9422,-8.4296,14.978,r21_c27,15.698
586.3461,21.865,80.335,27.3013,0.6794,0.115,1752.3444,-14.3878,-7.6526,4.1606,r21_c28,16.621
604.9103,21.865,80.345,27.5383,0.6348,0.1116,1750.6214,-14.8779,-8.0477,3.2257,r21_c29,17.556
322.9731,21.875,80.055,30.8648,0.3688,0.1191,1508.0684,-16.7215,-9.4918,1.2544,r22_c00,16.239
323.4667,21.875,80.065,30.4215,0.3872,0.1247,1508.0684,-16.9936,-9.9626,1.5816,r22_c01,15.363
320.7573,21.875,80.075,29.9788,0.4071,0.1264,1508.0684,-16.6769,-9.5433,1.5789,r22_c02,14.507
315.7217,21.875,80.085,29.6818,0.4255,0.1354,1508.0684,-16.3755,-9.4509,1.188,r22_c03,13.675
314.2887,21.875,80.095,29.8973,0.3764,0.132,1508.0684,-17.2387,-10.3233,1.2155,r22_c04,12.872
310.2429,21.875,80.105,30.3562,0.4043,0.115,1525.33,-17.1282,-10.1527,1.5621,r22_c05,12.105
312.9138,21.875,80.115,30.3152,0.3564,0.1224,1525.4644,-17.2705,-9.7176,1.2509,r22_c06,11.379
311.8615,21.875,80.125,30.0269,0.4027,0.1267,1525.4644,-16.7771,-9.5918,1.1978,r22_c07,10.703
308.1647,21.875,80.135,29.7573,0.4083,0.1209,1525.4644,-16.6632,-9.5316,1.3053,r22_c08,10.088
306.472,21.875,80.145,29.3778,0.4453,0.1207,1525.4644,-16.3904,-9.4564,1.2613,r22_c09,9.546
304.6941,21.875,80.155,29.2724,0.4599,0.1139,1559.2647,-16.0002,-9.1636,1.9047,r22_c10,9.088
302.3122,21.875,80.165,29.4375,0.4198,0.1132,1560.6137,-16.9124,-9.9164,1.4831,r22_c11,8.73
300.4823,21.875,80.175,29.6822,0.343,0.1137,1560.6137,-18.8196,-11.4403,2.2285,r22_c12,8.482
305.3449,21.875,80.185,29.7845,0.3924,0.1147,1560.6137,-16.7566,-9.434,1.4829,r22_c13,8.356
309.5789,21.875,80.195,29.5391,0.3693,0.1565,1562.2417,-17.4643,-10.1491,0.8452,r22_c14,8.356
309.1765,21.875,80.205,29.443,0.3726,0.1358,1639.0509,-17.3913,-10.1035,1.0729,r22_c15,8.482
312.0749,21.875,80.215,29.5212,0.3688,0.1268,1639.0509,-17.6534,-10.6138,1.5702,r22_c16,8.73
316.1427,21.875,80.225,29.4309,0.3992,0.1128,1639.0509,-17.2271,-10.5201,1.6718,r22_c17,9.088
377.9274,21.875,80.235,28.991,0.5609,0.1214,1639.0509,-16.0389,-9.5534,10.4199,r22_c18,9.546
383.5925,21.875,80.245,28.7844,0.6414,0.1306,1639.0509,-13.2783,-6.5128,13.3972,r22_c19,10.088
323.2737,21.875,80.255,29.0537,0.4784,0.1347,1646.8553,-15.9799,-9.1844,2.0277,r22_c20,10.703
319.4578,21.875,80.265,29.2669,0.3905,0.1228,1646.9301,-17.3642,-10.4494,1.3134,r22_c21,11.379
318.9027,21.875,80.275,29.067,0.4169,0.1221,1646.9301,-16.9103,-10.1373,1.5513,r22_c22,12.105
319.7197,21.875,80.285,28.8448,0.4898,0.1147,1646.9301,-15.699,-9.0191,2.3943,r22_c23,12.872
327.0753,21.875,80.295,28.5834,0.5316,0.1439,1646.9301,-15.3396,-8.6137,2.2345,r22_c24,13.675
392.5812,21.875,80.305,28.0457,0.6456,0.1374,1748.1106,-15.3098,-8.8352,11.3256,r22_c25,14.507
528.266,21.875,80.315,27.5092,0.6641,0.1487,1752.3444,-14.891,-8.5369,9.1157,r22_c26,15.363
584.1909,21.875,80.325,27.1907,0.671,0.1158,1752.3444,-14.4274,-7.8266,6.8536,r22_c27,16.239
596.2994,21.875,80.335,27.1906,0.6787,0.0896,1752.3444,-14.3345,-7.6343,3.3176,r22_c28,17.133
595.2389,21.875,80.345,27.6466,0.4236,0.1187,1750.6185,-16.1652,-9.379,3.1113,r22_c29,18.042
320.674,21.885,80.055,30.8122,0.3813,0.1275,1508.0684,-16.9167,-9.4435,1.2727,r23_c00,16.837
