week_start,equipment_id,equipment_type,age_years,scheduled_hours,downtime_hours,breakdown_events
2025-05-26,DMP-02,dumper,8,140,8.7,0
2025-06-02,DMP-02,dumper,8,140,10.3,0
2025-06-09,DMP-02,dumper,8,140,29.1,0
2025-06-16,DMP-02,dumper,8,140,11.0,0
2025-06-23,DMP-02,dumper,8,140,82.2,1
2025-06-30,DMP-02,dumper,8,140,23.3,0
2025-07-07,DMP-02,dumper,8,140,12.0,0
2025-07-14,DMP-02,dumper,8,140,26.1,0
2025-07-21,DMP-02,dumper,8,140,22.2,0
2025-07-28,DMP-02,dumper,8,140,21.1,0
2025-08-04,DMP-02,dumper,8,140,33.9,0
2025-08-11,DMP-02,dumper,8,140,88.0,1
2025-08-18,DMP-02,dumper,8,140,13.3,0
2025-08-25,DMP-02,dumper,8,140,14.7,0
2025-09-01,DMP-02,dumper,8,140,26.0,0
2025-09-08,DMP-02,dumper,8,140,22.3,0
2025-09-15,DMP-02,dumper,8,140,17.1,0
2025-09-22,DMP-02,dumper,8,140,11.4,0
2025-09-29,DMP-02,dumper,8,140,19.7,0
2025-10-06,DMP-02,dumper,8,140,14.6,0
2025-10-13,DMP-02,dumper,8,140,10.0,0
2025-10-20,DMP-02,dumper,8,140,14.4,0
2025-10-27,DMP-02,dumper,8,140,5.9,0
2025-11-03,DMP-02,dumper,8,140,6.8,0
2025-11-10,DMP-02,dumper,8,140,14.8,0
2025-11-17,DMP-02,dumper,8,140,12.9,0
2025-11-24,DMP-02,dumper,8,140,3.0,0
2025-12-01,DMP-02,dumper,8,140,11.7,0
2025-12-08,DMP-02,dumper,8,140,27.9,0
2025-12-15,DMP-02,dumper,8,140,54.7,1
2025-12-22,DMP-02,dumper,8,140,8.2,0
2023-01-02,DMP-03,dumper,12,140,12.2,0
2023-01-09,DMP-03,dumper,12,140,13.2,0
2023-01-16,DMP-03,dumper,12,140,12.4,0
2023-01-23,DMP-03,dumper,12,140,23.4,0
2023-01-30,DMP-03,dumper,12,140,10.8,0
2023-02-06,DMP-03,dumper,12,140,22.1,0
2023-02-13,DMP-03,dumper,12,140,8.5,0
2023-02-20,DMP-03,dumper,12,140,24.9,0
2023-02-27,DMP-03,dumper,12,140,5.9,0
2023-03-06,DMP-03,dumper,12,140,7.2,0
2023-03-13,DMP-03,dumper,12,140,26.6,0
2023-03-20,DMP-03,dumper,12,140,5.5,0
2023-03-27,DMP-03,dumper,12,140,14.1,0
2023-04-03,DMP-03,dumper,12,140,44.7,1
2023-04-10,DMP-03,dumper,12,140,16.7,0
2023-04-17,DMP-03,dumper,12,140,4.1,0
2023-04-24,DMP-03,dumper,12,140,11.7,0
2023-05-01,DMP-03,dumper,12,140,6.4,0
2023-05-08,DMP-03,dumper,12,140,13.8,0
2023-05-15,DMP-03,dumper,12,140,4.9,0
2023-05-22,DMP-03,dumper,12,140,7.1,0
2023-05-29,DMP-03,dumper,12,140,19.0,0
2023-06-05,DMP-03,dumper,12,140,9.5,0
2023-06-12,DMP-03,dumper,12,140,23.1,0
2023-06-19,DMP-03,dumper,12,140,18.7,0
2023-06-26,DMP-03,dumper,12,140,18.7,0
2023-07-03,DMP-03,dumper,12,140,33.2,0
2023-07-10,DMP-03,dumper,12,140,22.7,0
2023-07-17,DMP-03,dumper,12,140,36.5,0
2023-07-24,DMP-03,dumper,12,140,27.6,0
2023-07-31,DMP-03,dumper,12,140,31.2,0
2023-08-07,DMP-03,dumper,12,140,66.3,1
2023-08-14,DMP-03,dumper,12,140,15.5,0
2023-08-21,DMP-03,dumper,12,140,16.9,0
2023-08-28,DMP-03,dumper,12,140,12.6,0
2023-09-04,DMP-03,dumper,12,140,17.7,0
2023-09-11,DMP-03,dumper,12,140,20.5,0
2023-09-18,DMP-03,dumper,12,140,24.6,0
2023-09-25,DMP-03,dumper,12,140,33.1,0
2023-10-02,DMP-03,dumper,12,140,48.3,1
2023-10-09,DMP-03,dumper,12,140,22.8,0
2023-10-16,DMP-03,dumper,12,140,11.0,0
2023-10-23,DMP-03,dumper,12,140,71.6,1
2023-10-30,DMP-03,dumper,12,140,8.2,0
2023-11-06,DMP-03,dumper,12,140,3.8,0
2023-11-13,DMP-03,dumper,12,140,16.6,0
2023-11-20,DMP-03,dumper,12,140,16.1,0
2023-11-27,DMP-03,dumper,12,140,7.7,0
2023-12-04,DMP-03,dumper,12,140,8.4,0
2023-12-11,DMP-03,dumper,12,140,19.1,0
2023-12-18,DMP-03,dumper,12,140,14.7,0
2023-12-25,DMP-03,dumper,12,140,10.4,0
2024-01-01,DMP-03,dumper,12,140,16.0,0
2024-01-08,DMP-03,dumper,12,140,14.5,0
2024-01-15,DMP-03,dumper,12,140,7.4,0
2024-01-22,DMP-03,dumper,12,140,18.8,0
2024-01-29,DMP-03,dumper,12,140,17.1,0
2024-02-05,DMP-03,dumper,12,140,12.4,0
2024-02-12,DMP-03,dumper,12,140,18.6,0
2024-02-19,DMP-03,dumper,12,140,29.2,0
2024-02-26,DMP-03,dumper,12,140,60.7,1
2024-03-04,DMP-03,dumper,12,140,11.2,0
2024-03-11,DMP-03,dumper,12,140,11.9,0
2024-03-18,DMP-03,dumper,12,140,19.2,0
2024-03-25,DMP-03,dumper,12,140,9.2,0
2024-04-01,DMP-03,dumper,12,140,17.5,0
2024-04-08,DMP-03,dumper,12,140,12.1,0
2024-04-15,DMP-03,dumper,12,140,8.1,0
2024-04-22,DMP-03,dumper,12,140,44.0,1
2024-04-29,DMP-03,dumper,12,140,9.2,0
2024-05-06,DMP-03,dumper,12,140,13.3,0
2024-05-13,DMP-03,dumper,12,140,15.2,0
2024-05-20,DMP-03,dumper,12,140,5.3,0
2024-05-27,DMP-03,dumper,12,140,10.5,0
2024-06-03,DMP-03,dumper,12,140,13.3,0
2024-06-10,DMP-03,dumper,12,140,19.6,0
2024-06-17,DMP-03,dumper,12,140,23.5,0
2024-06-24,DMP-03,dumper,12,140,11.4,0
2024-07-01,DMP-03,dumper,12,140,19.8,0
2024-07-08,DMP-03,dumper,12,140,18.9,0
2024-07-15,DMP-03,dumper,12,140,23.3,0
2024-07-22,DMP-03,dumper,12,140,48.9,1
2024-07-29,DMP-03,dumper,12,140,81.0,1
2024-08-05,DMP-03,dumper,12,140,31.1,0
2024-08-12,DMP-03,dumper,12,140,11.5,0
2024-08-19,DMP-03,dumper,12,140,22.4,0
2024-08-26,DMP-03,dumper,12,140,22.9,0
2024-09-02,DMP-03,dumper,12,140,23.4,0
2024-09-09,DMP-03,dumper,12,140,24.6,0
2024-09-16,DMP-03,dumper,12,140,32.4,0
2024-09-23,DMP-03,dumper,12,140,19.9,0
2024-09-30,DMP-03,dumper,12,140,19.8,0
2024-10-07,DMP-03,dumper,12,140,16.9,0
2024-10-14,DMP-03,dumper,12,140,12.4,0
2024-10-21,DMP-03,dumper,12,140,14.0,0
2024-10-28,DMP-03,dumper,12,140,8.9,0
2024-11-04,DMP-03,dumper,12,140,25.8,0
2024-11-11,DMP-03,dumper,12,140,15.3,0
2024-11-18,DMP-03,dumper,12,140,46.9,1
2024-11-25,DMP-03,dumper,12,140,68.9,1
2024-12-02,DMP-03,dumper,12,140,11.7,0
2024-12-09,DMP-03,dumper,12,140,18.7,0
2024-12-16,DMP-03,dumper,12,140,5.1,0
2024-12-23,DMP-03,dumper,12,140,21.4,0
2024-12-30,DMP-03,dumper,12,140,15.1,0
2025-01-06,DMP-03,dumper,12,140,8.3,0
2025-01-13,DMP-03,dumper,12,140,15.2,0
2025-01-20,DMP-03,dumper,12,140,24.6,0
2025-01-27,DMP-03,dumper,12,140,65.1,1
2025-02-03,DMP-03,dumper,12,140,9.3,0
2025-02-10,DMP-03,dumper,12,140,11.3,0
2025-02-17,DMP-03,dumper,12,140,12.6,0
2025-02-24,DMP-03,dumper,12,140,19.3,0
2025-03-03,DMP-03,dumper,12,140,15.6,0
2025-03-10,DMP-03,dumper,12,140,11.3,0
2025-03-17,DMP-03,dumper,12,140,14.5,0
2025-03-24,DMP-03,dumper,12,140,26.6,0
2025-03-31,DMP-03,dumper,12,140,85.7,1
2025-04-07,DMP-03,dumper,12,140,11.9,0
2025-04-14,DMP-03,dumper,12,140,11.1,0
2025-04-21,DMP-03,dumper,12,140,14.1,0
2025-04-28,DMP-03,dumper,12,140,19.4,0
2025-05-05,DMP-03,dumper,12,140,8.5,0
2025-05-12,DMP-03,dumper,12,140,62.7,1
2025-05-19,DMP-03,dumper,12,140,12.2,0
2025-05-26,DMP-03,dumper,12,140,13.6,0
2025-06-02,DMP-03,dumper,12,140,37.9,0
2025-06-09,DMP-03,dumper,12,140,18.1,0
2025-06-16,DMP-03,dumper,12,140,10.7,0
2025-06-23,DMP-03,dumper,12,140,18.1,0
2025-06-30,DMP-03,dumper,12,140,31.8,0
2025-07-07,DMP-03,dumper,12,140,28.0,0
2025-07-14,DMP-03,dumper,12,140,17.2,0
2025-07-21,DMP-03,dumper,12,140,23.6,0
2025-07-28,DMP-03,dumper,12,140,26.6,0
2025-08-04,DMP-03,dumper,12,140,20.9,0
2025-08-11,DMP-03,dumper,12,140,14.4,0
2025-08-18,DMP-03,dumper,12,140,29.8,0
2025-08-25,DMP-03,dumper,12,140,32.8,0
2025-09-01,DMP-03,dumper,12,140,12.5,0
2025-09-08,DMP-03,dumper,12,140,8.8,0
2025-09-15,DMP-03,dumper,12,140,22.7,0
2025-09-22,DMP-03,dumper,12,140,23.3,0
2025-09-29,DMP-03,dumper,12,140,13.7,0
2025-10-06,DMP-03,dumper,12,140,6.4,0
2025-10-13,DMP-03,dumper,12,140,12.4,0
2025-10-20,DMP-03,dumper,12,140,73.7,1
2025-10-27,DMP-03,dumper,12,140,44.8,1
2025-11-03,DMP-03,dumper,12,140,19.8,0
2025-11-10,DMP-03,dumper,12,140,14.3,0
2025-11-17,DMP-03,dumper,12,140,8.7,0
2025-11-24,DMP-03,dumper,12,140,70.4,1
2025-12-01,DMP-03,dumper,12,140,13.1,0
2025-12-08,DMP-03,dumper,12,140,10.4,0
2025-12-15,DMP-03,dumper,12,140,32.6,1
2025-12-22,DMP-03,dumper,12,140,13.7,0
